"ID","Department","To Date","From Date","Company","Total Estimated Budget","ID (Staffing Plan Detail)"
"plan7079","Quality Management - 3","2063-03-25","2063-01-10","3company",961552.0,"10d2132459"
"plan7078","Legal - 112","2062-07-18","2061-06-14","12company",251748.0,"9df9365fcf"
"plan7077","Customer Service - 4","2062-05-05","2062-01-01","4company",231196.0,"a432185e13"
"plan7076","Purchase - 1","2062-07-14","2062-02-01","1company",946759.0,"14e2451ae9"
"plan7075","Legal - 3","2063-11-29","2063-11-27","3company",209954.0,"4314b455fb"
"plan7074","","2061-10-20","2061-07-11","11company",202119.0,"db09808830"
"plan7073","Quality Management - 1","2062-10-29","2061-07-27","1company",247305.0,"411e2a3cf0"
"plan7072","Dispatch - 6","2062-11-19","2062-11-12","6company",270228.0,"93fab0d4b0"
"plan7069","Dispatch - 117","2061-08-10","2061-06-08","17company",0.0,"dbf4780082"
"plan7068","Management - 114","2062-04-02","2062-01-02","14company",1255199.0,"225c7f03a6"
"plan7067","Operations - 118","2062-04-29","2062-03-07","18company",0.0,"9804699b53"
"plan7066","Legal - 116","2061-09-23","2061-07-19","16company",0.0,"459d8a6f76"
"plan7064","Customer Service - 1","2062-07-28","2062-07-27","1company",617008.0,"fb12db488b"
"plan7063","Production - 112","2063-10-20","2063-02-20","12company",0.0,"6946aa83d8"
"plan7062","Production - 2","2063-08-29","2063-03-27","2company",0.0,"0661c463cd"
"plan7061","","2063-10-29","2063-09-22","11company",606463.0,"d15ebcc38d"
"plan7058","Management - 6","2063-11-29","2063-11-28","6company",623658.0,"9be059d42a"
"plan7057","Sales - 116","2063-11-17","2063-11-09","16company",996787.0,"da92317a6d"
"plan7056","Operations - 117","2062-08-19","2062-08-01","17company",368502.0,"bd1d9a3753"
"plan7055","Research & Development - 4","2062-07-14","2062-04-12","4company",0.0,"d2f6469855"
"plan7054","Sales - 3","2062-02-19","2062-01-16","3company",830592.0,"9ba754473c"
"plan7053","Sales - 7","2062-10-25","2062-07-20","7company",159153.0,"d98a081fff"
"plan7052","Customer Service - 8","2062-09-27","2062-05-27","8company",673878.0,"48fdf9e4fd"
"plan7051","Research & Development - 2","2063-08-24","2063-03-13","2company",0.0,"19a82c84cd"
"plan7049","Operations - 118","2063-10-19","2063-08-01","18company",557335.0,"8ffdc0de0e"
"plan7047","Dispatch - 8","2062-05-27","2062-03-19","8company",0.0,"2f967665af"
"plan7045","Sales - 110","2063-07-19","2063-01-16","10company",0.0,"4ef401052a"
"plan7044","Production - 4","2062-06-16","2062-02-01","4company",0.0,"b2e6741edd"
"plan7043","Quality Management - 5","2062-02-25","2062-01-25","5company",508672.0,"b6ad9d07ca"
"plan7042","Production - 117","2063-09-19","2063-03-09","17company",497404.0,"1b6de0efae"
"plan7041","Dispatch - 9","2062-03-29","2061-02-23","9company",0.0,"ec46af3f03"
"plan7040","Operations - 8","2061-10-05","2061-09-02","8company",1589786.0,"355cc99fea"
"plan7038","Human Resources - 1","2063-03-26","2063-01-18","1company",0.0,"c36ef10ced"
"plan7037","Purchase - 118","2063-08-26","2063-02-10","18company",0.0,"4812b7cbef"
"plan7034","Production - 110","2061-09-25","2061-06-03","10company",0.0,"a433032ad1"
"plan7033","Legal - 1","2063-09-24","2063-05-16","1company",536500.0,"ae222f7cf1"
"plan7032","Research & Development - 3","2062-11-25","2062-09-24","3company",0.0,"37c562e9c1"
"plan7030","Human Resources - 9","2062-07-28","2062-04-27","9company",0.0,"5ae467d029"
"plan7029","Sales - 1","2062-11-29","2062-04-29","1company",586320.0,"92f5adf53d"
"plan7028","Management - 115","2061-10-17","2061-06-11","15company",0.0,"91d1526fde"
"plan7027","Management - 8","2062-08-22","2062-06-21","8company",252086.0,"f71098f027"
"plan7026","Quality Management - 5","2062-04-19","2062-03-14","5company",0.0,"0ccf650e71"
"plan7025","","2062-11-27","2062-08-26","11company",844182.0,"b33090e67a"
"plan7023","Legal - 9","2062-11-27","2062-10-27","9company",0.0,"f924254492"
"plan7022","","2062-11-19","2061-01-18","11company",0.0,"18c20c88b8"
"plan7021","Management - 115","2063-11-25","2063-11-25","15company",0.0,"9ff8445759"
"plan7020","Research & Development - 117","2063-11-25","2063-08-23","17company",0.0,"b5a9d4445a"
"plan7019","Operations - 110","2063-09-16","2063-05-10","10company",931290.0,"be3774e2b8"
"plan7018","Sales - 9","2063-09-29","2063-01-21","9company",0.0,"d428d28d43"
"plan7017","Quality Management - 6","2062-11-10","2062-11-10","6company",0.0,"09063b8940"
"plan7016","Sales - 9","2062-04-22","2062-01-22","9company",0.0,"d3d8656b05"
"plan7015","Production - 6","2062-09-10","2062-08-09","6company",220348.0,"a2452f30cf"
"plan7014","Quality Management - 4","2062-11-29","2062-10-15","4company",0.0,"e8b586bab3"
"plan7013","Purchase - 9","2062-11-29","2062-11-29","9company",364134.0,"df0e59f764"
"plan7012","Customer Service - 115","2062-11-28","2062-07-26","15company",156076.0,"e0e3566343"
"plan7011","Research & Development - 2","2062-08-28","2062-08-17","2company",902200.0,"0a8daae742"
"plan7010","Purchase - 2","2062-11-26","2061-11-05","2company",979335.0,"d4dc0426af"
"plan7009","Sales - 2","2062-05-24","2061-01-17","2company",248364.0,"258ffc46fa"
"plan7008","Dispatch - 8","2062-06-08","2062-06-08","8company",0.0,"7d2dfa0514"
"plan7007","Research & Development - 118","2062-09-20","2062-07-18","18company",648690.0,"668d0bfe0f"
"plan7006","Customer Service - 115","2063-10-26","2063-09-15","15company",386000.0,"f91a345ba7"
"plan7005","Quality Management - 8","2062-06-18","2062-06-16","8company",0.0,"3744681646"
"plan7004","","2063-11-23","2063-08-12","11company",742566.0,"ea59364d3c"
"plan7003","Management - 8","2063-11-25","2063-10-24","8company",160924.0,"f8df301e81"
"plan7002","Customer Service - 4","2063-10-18","2063-03-12","4company",654228.0,"6e2200ca1a"
"plan7001","Legal - 117","2062-10-29","2062-10-27","17company",765006.0,"20c43e11df"
"plan7000","Human Resources - 116","2062-10-24","2062-07-20","16company",672474.0,"9780a6f1b8"
"plan6998","Dispatch - 2","2061-08-26","2061-05-25","2company",543148.0,"0564baa11a"
"plan6995","Marketing - 114","2060-08-16","2059-07-08","14company",0.0,"6c9d7704b7"
"plan6993","Legal - 6","2060-11-21","2060-10-07","6company",446295.0,"be7fe9ca4a"
"plan6992","Research & Development - 113","2061-08-18","2061-08-18","13company",456219.0,"5f48b40ddf"
"plan6991","Purchase - 6","2061-07-19","2061-07-13","6company",1098536.0,"bea4ffeb8a"
"plan6990","Human Resources - 5","2060-01-27","2060-01-19","5company",536025.0,"02a28f3341"
"plan6989","Sales - 115","2061-05-13","2061-05-10","15company",737989.0,"59dc66c37f"
"plan6987","Customer Service - 6","2061-09-16","2061-09-01","6company",284448.0,"72f5bf16c9"
"plan6986","Purchase - 3","2061-11-05","2061-02-04","3company",0.0,"e1bdf5ec19"
"plan6984","Marketing - 114","2061-11-12","2061-08-02","14company",509560.0,"23c1d7f5a8"
"plan6983","Operations - 1","2061-11-29","2061-11-28","1company",0.0,"1baba03cfb"
"plan6982","Sales - 114","2061-04-14","2061-02-08","14company",0.0,"faf0a9a89b"
"plan6981","Research & Development - 114","2061-06-20","2061-05-05","14company",832368.0,"f772a36b5c"
"plan6974","","2061-07-24","2061-01-07","11company",1268080.0,"2958f171cb"
"plan6973","Dispatch - 4","2061-07-28","2061-04-19","4company",291026.0,"78b93038c2"
"plan6972","Purchase - 113","2059-11-18","2059-11-11","13company",0.0,"ce84320812"
"plan6964","Customer Service - 112","2059-11-24","2059-11-05","12company",613370.0,"e59a7bd4a3"
"plan6963","Human Resources - 9","2061-04-17","2061-03-09","9company",0.0,"a4ba343b10"
"plan6961","Marketing - 112","2059-10-24","2059-08-21","12company",0.0,"6b9aaaa820"
"plan6958","Purchase - 5","2061-10-20","2061-09-03","5company",0.0,"42cbedf86e"
"plan6956","","2061-06-14","2061-04-09","11company",202196.0,"f4d3a3245d"
"plan6955","Dispatch - 114","2060-09-26","2060-07-09","14company",0.0,"0dd79af4e1"
"plan6953","Marketing - 118","2060-05-20","2060-03-11","18company",205094.0,"d6c4a0083d"
"plan6952","Management - 112","2061-04-26","2061-01-18","12company",0.0,"791c268fb0"
"plan6951","Quality Management - 110","2061-10-25","2061-08-12","10company",411666.0,"dba34ecae4"
"plan6950","Operations - 4","2060-10-23","2060-09-16","4company",0.0,"c6f5282307"
"plan6948","Legal - 114","2061-01-11","2061-01-03","14company",0.0,"a321323c11"
"plan6946","Quality Management - 6","2060-09-21","2060-02-21","6company",1161192.0,"bd892516a0"
"plan6944","Quality Management - 116","2059-06-26","2059-05-16","16company",1114047.0,"0f71472ab9"
"plan6943","Dispatch - 3","2061-11-21","2061-11-03","3company",757112.0,"8b8a6d88b7"
"plan6938","Research & Development - 4","2060-11-20","2060-10-19","4company",742495.0,"f7daae0523"
"plan6937","Purchase - 4","2060-11-24","2060-08-01","4company",253404.0,"dc2d7f8b91"
"plan6936","Research & Development - 4","2060-09-29","2060-06-26","4company",1338264.0,"ced1904260"
"plan6935","Production - 4","2059-11-18","2059-08-14","4company",0.0,"0bc96cd9ec"
"plan6933","Production - 6","2059-07-24","2059-04-24","6company",776000.0,"e657dca931"
"plan6932","Operations - 5","2061-06-29","2061-06-17","5company",0.0,"d7ff23fc9a"
"plan6931","Management - 113","2060-02-28","2060-01-27","13company",1200060.0,"b72321b1b2"
"plan6930","Legal - 4","2061-10-18","2061-05-17","4company",1405480.0,"70a6a66530"
"plan6929","Production - 5","2059-04-06","2059-04-01","5company",0.0,"fca82bfd2c"
"plan6928","Production - 116","2059-09-20","2059-05-14","16company",0.0,"cbcabcd9b1"
"plan6926","Dispatch - 112","2061-04-25","2061-01-11","12company",0.0,"fda48ace82"
"plan6922","Management - 2","2061-05-27","2061-04-11","2company",796840.0,"d8f54d485f"
"plan6921","Purchase - 2","2060-11-16","2060-03-07","2company",0.0,"52ad2b069f"
"plan6920","Operations - 1","2059-07-22","2059-05-06","1company",445356.0,"71f79ce5e6"
"plan6915","Legal - 116","2060-11-19","2060-06-09","16company",0.0,"e5d1c41b83"
"plan6914","Research & Development - 114","2061-06-11","2061-06-11","14company",0.0,"846b759e2e"
"plan6912","Operations - 8","2061-06-13","2061-05-07","8company",0.0,"fb33fd8732"
"plan6910","Human Resources - 110","2059-04-26","2059-04-19","10company",0.0,"9c74025fea"
"plan6909","Sales - 116","2061-07-18","2061-02-02","16company",529510.0,"40904881bf"
"plan6908","Quality Management - 110","2061-07-24","2061-03-22","10company",393825.0,"6b50ff74aa"
"plan6907","Human Resources - 112","2061-11-19","2061-10-02","12company",0.0,"5135b9cfa4"
"plan6905","Dispatch - 5","2061-03-14","2061-03-12","5company",0.0,"7ed059b11e"
"plan6901","Human Resources - 6","2060-08-25","2060-01-07","6company",408183.0,"54e1948fb7"
"plan6899","Operations - 110","2061-11-22","2061-02-14","10company",672714.0,"2afe332de0"
"plan6898","Customer Service - 117","2059-11-29","2059-09-27","17company",0.0,"5ce59988de"
"plan6897","Dispatch - 113","2061-11-25","2061-10-22","13company",246452.0,"3d1daab1b3"
"plan6895","","2061-11-19","2061-11-12","11company",936568.0,"fbc9054352"
"plan6894","Quality Management - 113","2061-09-08","2061-07-06","13company",0.0,"7c795afb2c"
"plan6893","Purchase - 3","2061-08-20","2061-05-20","3company",0.0,"261850cae6"
"plan6889","Human Resources - 4","2060-11-13","2060-08-08","4company",1016799.0,"707c991cd0"
"plan6888","Operations - 117","2060-08-28","2060-06-07","17company",153378.0,"10189dfc95"
"plan6887","Legal - 118","2060-11-10","2060-06-06","18company",622544.0,"c6659a11ea"
"plan6886","Management - 118","2060-06-23","2060-04-23","18company",1124490.0,"ba10194529"
"plan6883","Quality Management - 1","2060-11-10","2060-03-07","1company",0.0,"a40f32f18d"
"plan6880","Dispatch - 6","2061-11-25","2061-09-13","6company",0.0,"784e57b0f4"
"plan6875","Legal - 3","2060-11-26","2060-07-25","3company",303008.0,"4d8c021b37"
"plan6874","Research & Development - 112","2059-02-18","2059-02-03","12company",164468.0,"80e62746e9"
"plan6873","Quality Management - 112","2061-06-21","2061-04-07","12company",0.0,"2a8a26ff76"
"plan6869","Sales - 115","2060-11-23","2059-10-17","15company",0.0,"5fe0be8cae"
"plan6866","Dispatch - 9","2061-10-29","2061-05-28","9company",0.0,"26364386b1"
"plan6863","Purchase - 113","2060-11-28","2060-09-24","13company",1309460.0,"1ae76493f2"
"plan6862","Customer Service - 9","2061-11-06","2061-11-01","9company",971896.0,"5bfc0775bc"
"plan6861","Human Resources - 118","2061-03-23","2061-02-05","18company",228416.0,"a3b4c3b812"
"plan6860","Human Resources - 3","2061-08-26","2061-08-17","3company",900234.0,"8d86e7097b"
"plan6859","Research & Development - 117","2060-07-09","2060-03-01","17company",0.0,"2df17c2763"
"plan6851","Operations - 113","2060-05-15","2060-04-15","13company",603940.0,"7ef11dc6a3"
"plan6850","Customer Service - 110","2060-08-20","2060-08-09","10company",999251.0,"c5f551f4a2"
"plan6849","Marketing - 7","2059-10-29","2059-10-28","7company",1433289.0,"bfad6d9b2d"
"plan6848","Sales - 3","2060-05-25","2060-01-14","3company",0.0,"a5c40b7377"
"plan6845","Purchase - 8","2061-03-24","2061-02-14","8company",1107256.0,"f4379365e2"
"plan6843","Quality Management - 1","2060-08-19","2060-05-10","1company",693100.0,"1ab744ff8a"
"plan6842","Dispatch - 114","2060-11-24","2060-10-12","14company",0.0,"dc8de51f16"
"plan6841","Research & Development - 116","2060-10-27","2060-10-14","16company",0.0,"c901f867d0"
"plan6840","Purchase - 4","2061-11-24","2061-06-01","4company",499008.0,"20810605aa"
"plan6839","Purchase - 118","2060-10-12","2060-09-10","18company",0.0,"8b7054f009"
"plan6838","Quality Management - 1","2061-10-25","2061-04-18","1company",982230.0,"5d10086b9d"
"plan6836","Operations - 114","2059-08-24","2059-04-20","14company",504846.0,"810abb5512"
"plan6835","Quality Management - 2","2060-07-27","2060-05-26","2company",0.0,"f399c7b18c"
"plan6834","Dispatch - 114","2060-10-15","2060-08-09","14company",0.0,"9d6d6d4a16"
"plan6833","","2061-11-21","2061-03-21","11company",726651.0,"bd61990136"
"plan6832","Purchase - 110","2059-07-29","2059-07-29","10company",0.0,"1a66441c95"
"plan6829","Management - 110","2061-11-20","2061-08-17","10company",106596.0,"f281564bfa"
"plan6827","Sales - 115","2060-04-23","2060-04-05","15company",0.0,"f35f2bb159"
"plan6825","Research & Development - 6","2059-10-23","2059-09-17","6company",1093430.0,"ecfdeeb4bf"
"plan6824","Purchase - 118","2061-05-12","2061-05-09","18company",444856.0,"dc91158830"
"plan6823","Quality Management - 117","2061-08-18","2061-07-07","17company",794520.0,"0695b57398"
"plan6821","Human Resources - 116","2060-08-26","2060-08-10","16company",0.0,"0a4dace214"
"plan6819","Human Resources - 9","2061-07-28","2061-02-28","9company",0.0,"51ae56a975"
"plan6816","","2060-02-23","2060-02-13","11company",0.0,"ad9ec06733"
"plan6814","Research & Development - 4","2060-08-21","2060-02-13","4company",552360.0,"cd659679b9"
"plan6812","Human Resources - 112","2060-11-11","2060-06-11","12company",0.0,"5022fcfa27"
"plan6810","","2060-11-25","2060-07-10","11company",870954.0,"8153bbb540"
"plan6809","Sales - 9","2059-07-29","2059-04-08","9company",698510.0,"b04ae34e7c"
"plan6808","Dispatch - 1","2061-09-20","2061-04-10","1company",1292060.0,"3edcd08f07"
"plan6807","Legal - 1","2061-07-23","2061-06-20","1company",397115.0,"2b222e9f51"
"plan6806","Production - 8","2059-11-26","2059-10-26","8company",419544.0,"16454d95af"
"plan6805","Dispatch - 4","2060-07-21","2060-07-04","4company",0.0,"b966658055"
"plan6804","Purchase - 118","2061-10-29","2061-10-25","18company",0.0,"4e781b1a6a"
"plan6803","Human Resources - 113","2060-07-12","2060-02-04","13company",0.0,"1c309ec4ee"
"plan6802","Research & Development - 1","2060-03-26","2060-01-24","1company",147436.0,"771145b8f4"
"plan6795","Customer Service - 6","2061-06-15","2061-05-02","6company",0.0,"7f0a3f23e6"
"plan6792","","2060-11-28","2060-10-10","11company",0.0,"4bc221b658"
"plan6791","Purchase - 116","2061-06-28","2061-02-16","16company",431808.0,"3cb2d26b23"
"plan6790","Human Resources - 117","2061-09-06","2061-06-05","17company",0.0,"5d7ce29b76"
"plan6788","Management - 5","2061-05-27","2061-04-01","5company",347900.0,"39bc43291b"
"plan6787","Dispatch - 9","2060-08-18","2060-08-18","9company",0.0,"abf1f8609c"
"plan6786","Sales - 8","2060-07-29","2060-06-21","8company",0.0,"3781a48e38"
"plan6785","Production - 9","2061-11-26","2061-03-25","9company",495477.0,"8321b6fd8c"
"plan6781","Operations - 3","2061-08-24","2061-01-21","3company",0.0,"6dfded3d25"
"plan6780","","2061-10-28","2061-04-15","11company",389792.0,"9c79d5dce2"
"plan6777","Sales - 117","2061-06-13","2061-01-12","17company",0.0,"72eb1f698d"
"plan6774","Dispatch - 5","2059-05-27","2059-05-24","5company",297459.0,"f98f3e1d6b"
"plan6773","Production - 110","2061-08-24","2061-06-23","10company",0.0,"7d69678168"
"plan6772","Management - 115","2061-09-09","2061-07-08","15company",0.0,"9e66275c2e"
"plan6770","Research & Development - 1","2060-04-18","2060-03-08","1company",0.0,"a39aecaf89"
"plan6767","Marketing - 112","2060-09-26","2060-09-22","12company",884058.0,"107da8e329"
"plan6764","Human Resources - 5","2061-09-15","2061-08-12","5company",0.0,"893e8b30d9"
"plan6763","Legal - 1","2060-09-27","2060-03-24","1company",0.0,"787dcb3d52"
"plan6762","Production - 4","2061-08-27","2061-08-22","4company",146754.0,"e85e85ba80"
"plan6761","Purchase - 7","2061-10-25","2061-10-23","7company",168844.0,"7478ca66d8"
"plan6760","Production - 118","2060-06-27","2060-05-23","18company",0.0,"c3c426cd64"
"plan6759","Customer Service - 6","2059-02-24","2059-02-10","6company",554352.0,"7f208fbf7e"
"plan6758","Customer Service - 4","2061-06-17","2061-05-17","4company",414774.0,"60f991651d"
"plan6757","","2061-04-21","2061-02-19","11company",0.0,"5346db3b44"
"plan6755","Management - 3","2059-01-18","2059-01-18","3company",0.0,"c99be9363b"
"plan6754","Human Resources - 116","2059-04-19","2059-04-09","16company",164427.0,"acbf60faa9"
"plan6753","Customer Service - 6","2060-10-12","2060-10-02","6company",0.0,"288bcab92f"
"plan6751","Quality Management - 117","2060-07-29","2060-03-26","17company",409680.0,"ce969f6f82"
