"ID","ID (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)"
"plan6111","210f168b30","HR Manager",54815.0,5,274075.0,0,0,5
"plan6108","62c5198a74","Associate",82967.0,6,497802.0,0,0,6
"plan6107","f00ffcf40b","Software Developer",115476.0,8,923808.0,0,0,8
"plan6106","f558f6dfc5","Accountant",138747.0,3,416241.0,0,0,3
"plan6105","3059e272da","Researcher",56414.0,0,0.0,0,0,0
"plan6104","546bd34b85","Head of Marketing and Sales",88531.0,6,531186.0,0,0,6
"plan6102","2054be6e79","HR Manager",112769.0,6,676614.0,0,0,6
"plan6101","e7a8ab7f94","Analyst",135539.0,0,0.0,0,0,0
"plan6100","6e14043fdb","Engineer",123730.0,0,0.0,0,0,0
"plan6097","a6ce44dfa7","Administrative Officer",64286.0,0,0.0,0,0,0
"plan6096","a5c55d8046","HR Manager",136720.0,0,0.0,0,0,0
"plan6095","e9e757ba92","HR Manager",114780.0,5,573900.0,0,0,5
"plan6093","e150be45ff","Designer",142857.0,10,1428570.0,0,0,10
"plan6092","e64e0422e0","Head of Marketing and Sales",67797.0,0,0.0,0,0,0
"plan6091","1f91e0db79","HR Manager",109713.0,10,1097130.0,0,0,10
"plan6089","7a02b4fc21","Project Manager",58344.0,3,175032.0,0,0,3
"plan6085","1b6d2fccef","Administrative Officer",149914.0,11,1649054.0,0,0,11
"plan6084","df8491b91c","Analyst",136041.0,0,0.0,0,0,0
"plan6082","4bedd9c411","Associate",76973.0,3,230919.0,0,0,3
"plan6081","2549a8dafb","Project Manager",84337.0,7,590359.0,0,0,7
"plan6080","b60e64d92d","Engineer",146019.0,0,0.0,0,0,0
"plan6078","9f06aed8a2","Business Development Manager",98717.0,3,296151.0,0,0,3
"plan6077","58841a9d6f","Engineer",77355.0,0,0.0,0,0,0
"plan6076","8044f92aa4","Associate",99548.0,0,0.0,0,0,0
"plan6075","636025edf6","Secretary",53328.0,0,0.0,0,0,0
"plan6073","2ba07270ed","Engineer",70805.0,6,424830.0,0,0,6
"plan6072","f2dc607e56","Project Manager",80147.0,9,721323.0,0,0,9
"plan6071","1617d257e7","Analyst",86711.0,6,520266.0,0,0,6
"plan6070","c02a515cc0","Accountant",62417.0,11,686587.0,0,0,11
"plan6069","6603cf435c","Project Manager",132858.0,11,1461438.0,0,0,11
"plan6068","88eebbeb3d","Engineer",135214.0,4,540856.0,0,0,4
"plan6067","43ce674265","Business Development Manager",89911.0,5,449555.0,0,0,5
"plan6066","20c47bffb8","Software Developer",140399.0,2,280798.0,0,0,2
"plan6065","00ec16df68","Analyst",97286.0,0,0.0,0,0,0
"plan6063","f0479b6363","HR Manager",135508.0,7,948556.0,0,0,7
"plan6062","439d10ed19","Head of Marketing and Sales",148967.0,0,0.0,0,0,0
"plan6061","e831632ade","Administrative Officer",113710.0,8,909680.0,0,0,8
"plan6059","4bcb92741b","Project Manager",112675.0,7,788725.0,0,0,7
"plan6058","165d23715c","Administrative Officer",55341.0,7,387387.0,0,0,7
"plan6057","c8a7c4b405","Engineer",127945.0,0,0.0,0,0,0
"plan6054","7d2b4f44a7","Accountant",114581.0,6,687486.0,0,0,6
"plan6053","86c8563d6a","Administrative Officer",74740.0,6,448440.0,0,0,6
"plan6052","9718067dc5","HR Manager",53906.0,6,323436.0,0,0,6
"plan6051","3e5cb87d03","Software Developer",63982.0,8,511856.0,0,0,8
"plan6050","7bfe04a268","Head of Marketing and Sales",136764.0,0,0.0,0,0,0
"plan6048","7f0eb1800d","Associate",69428.0,6,416568.0,0,0,6
"plan6047","2b6ebc32a8","Project Manager",140563.0,11,1546193.0,0,0,11
"plan6046","baaae9a8f9","Project Manager",120552.0,11,1326072.0,0,0,11
"plan6045","bf27c0ce7a","Associate",55777.0,5,278885.0,0,0,5
"plan6044","d2f89e8692","Software Developer",115178.0,0,0.0,0,0,0
"plan6042","4e26c4c9db","Engineer",60366.0,0,0.0,0,0,0
"plan6040","a6a273ef3a","HR Manager",88744.0,7,621208.0,0,0,7
"plan6038","0513ba7b77","Engineer",131529.0,7,920703.0,0,0,7
"plan6036","e0bd551992","Associate",137630.0,0,0.0,0,0,0
"plan6033","0f54328136","Business Development Manager",81627.0,7,571389.0,0,0,7
"plan6032","c1208e97b3","Software Developer",139244.0,8,1113952.0,0,0,8
"plan6031","c889378e54","Analyst",131306.0,0,0.0,0,0,0
"plan6030","9abadc77d1","Business Development Manager",97001.0,11,1067011.0,0,0,11
"plan6029","8ba738477d","Secretary",130739.0,3,392217.0,0,0,3
"plan6028","4e08b9562e","Engineer",53009.0,0,0.0,0,0,0
"plan6027","7865a01e0b","Designer",82688.0,0,0.0,0,0,0
"plan6025","93affaee62","Designer",128248.0,6,769488.0,0,0,6
"plan6024","0979d6a96f","Engineer",105054.0,0,0.0,0,0,0
"plan6022","c7cb8f6f70","Analyst",109498.0,11,1204478.0,0,0,11
"plan6021","cb38914549","Accountant",57761.0,0,0.0,0,0,0
"plan6020","85144997d1","Project Manager",137544.0,0,0.0,0,0,0
"plan6019","00f83fc945","Business Development Manager",79703.0,0,0.0,0,0,0
"plan6018","b279140ed8","Project Manager",143538.0,4,574152.0,0,0,4
"plan6017","e00a8aba5d","Software Developer",117367.0,8,938936.0,0,0,8
"plan6015","75c299e2d2","Business Development Manager",141341.0,3,424023.0,0,0,3
"plan6014","b7ea4cfe77","Business Development Manager",138697.0,0,0.0,0,0,0
"plan6013","0d7df2c748","Secretary",66300.0,8,530400.0,0,0,8
"plan6012","90ed4f657a","Researcher",118413.0,0,0.0,0,0,0
"plan6011","11575a2631","HR Manager",133647.0,0,0.0,0,0,0
"plan6010","096e332d3f","Administrative Officer",103404.0,9,930636.0,0,0,9
"plan6009","762b34bf72","Accountant",68205.0,0,0.0,0,0,0
"plan6007","1f2529a217","Analyst",111764.0,0,0.0,0,0,0
"plan6006","a36fbaf261","Associate",91725.0,0,0.0,0,0,0
"plan6005","bac6542d80","Designer",73761.0,0,0.0,0,0,0
"plan6004","8af7792048","Administrative Officer",53620.0,0,0.0,0,0,0
"plan6003","af25969534","Associate",120783.0,0,0.0,0,0,0
"plan6002","7cfb636b33","Associate",65916.0,0,0.0,0,0,0
"plan6001","4946101ee7","Researcher",71445.0,9,643005.0,0,0,9
"plan6000","fead2e41a2","Associate",76599.0,0,0.0,0,0,0
"plan5999","8fa34cb032","Head of Marketing and Sales",90621.0,0,0.0,0,0,0
"plan5998","b7071464a8","Software Developer",64265.0,5,321325.0,0,0,5
"plan5997","f87d934ddc","Head of Marketing and Sales",71569.0,0,0.0,0,0,0
"plan5996","488f07a866","Software Developer",87703.0,0,0.0,0,0,0
"plan5995","2d64fd795f","Engineer",71925.0,0,0.0,0,0,0
"plan5994","2f6ed9b0de","Business Development Manager",129765.0,3,389295.0,0,0,3
"plan5993","f90eed7d2f","Head of Marketing and Sales",93702.0,0,0.0,0,0,0
"plan5992","f6676a900b","Researcher",85731.0,0,0.0,0,0,0
"plan5991","9d951c9780","Associate",123177.0,10,1231770.0,0,0,10
"plan5990","c85410241a","Software Developer",58080.0,0,0.0,0,0,0
"plan5989","efcfa6cddd","HR Manager",65830.0,2,131660.0,0,0,2
"plan5988","d3a1bf80bc","Business Development Manager",147194.0,10,1471940.0,0,0,10
"plan5987","b46eadb579","Secretary",59718.0,3,179154.0,0,0,3
"plan5986","de73140dce","Researcher",95460.0,4,381840.0,0,0,4
"plan5985","670a6a89b9","Business Development Manager",69894.0,8,559152.0,0,0,8
"plan5984","756889df6c","Accountant",144820.0,0,0.0,0,0,0
"plan5983","31aa0fd998","Administrative Officer",125995.0,0,0.0,0,0,0
"plan5982","77192085a0","Researcher",103804.0,5,519020.0,0,0,5
"plan5981","7ad825aa15","Accountant",66936.0,10,669360.0,0,0,10
"plan5980","786e4313fd","Researcher",111726.0,6,670356.0,0,0,6
"plan5979","d7c4ca0a9e","Administrative Officer",145506.0,0,0.0,0,0,0
"plan5978","9ed74e2a96","Associate",64201.0,0,0.0,0,0,0
"plan5977","873a933444","HR Manager",0.0,6,0.0,0,0,6
"plan5976","1bdaed63e3","Administrative Officer",73064.0,0,0.0,0,0,0
"plan5975","fae55da58d","Business Development Manager",98072.0,8,784576.0,0,0,8
"plan5974","7928f889f1","Software Developer",83305.0,0,0.0,0,0,0
"plan5973","bda24cf7ab","Head of Marketing and Sales",92328.0,0,0.0,0,0,0
"plan5972","8d7d3c240c","Secretary",113837.0,6,683022.0,0,0,6
"plan5971","55f71584f9","Analyst",70524.0,0,0.0,0,0,0
"plan5970","b76afc0d1d","Secretary",127954.0,0,0.0,0,0,0
"plan5969","b7c1080431","Engineer",90801.0,0,0.0,0,0,0
"plan5968","db03a204fa","Researcher",113285.0,8,906280.0,0,0,8
"plan5967","9ebc8a69a7","Analyst",122124.0,0,0.0,0,0,0
"plan5966","df1fc34d13","Head of Marketing and Sales",116379.0,3,349137.0,0,0,3
"plan5965","5f688dd6d0","Secretary",78151.0,0,0.0,0,0,0
"plan5964","37988fd8db","Project Manager",136048.0,2,272096.0,0,0,2
"plan5963","9b5b9f9251","Administrative Officer",132019.0,0,0.0,0,0,0
"plan5962","b3684c8ce7","Administrative Officer",110009.0,0,0.0,0,0,0
"plan5961","9a5d816d1d","Engineer",103172.0,0,0.0,0,0,0
"plan5960","1da0054f77","Researcher",90315.0,0,0.0,0,0,0
"plan5959","dec7303f27","Researcher",85592.0,0,0.0,0,0,0
"plan5958","d202bcae2d","HR Manager",60208.0,2,120416.0,0,0,2
"plan5953","aacf59abe9","Accountant",72364.0,0,0.0,0,0,0
"plan5952","1ed864d883","Administrative Officer",62534.0,0,0.0,0,0,0
"plan5950","33ecf7639f","Project Manager",126690.0,11,1393590.0,0,0,11
"plan5949","78284f8d8f","Engineer",90039.0,8,720312.0,0,0,8
"plan5948","67fe055093","Head of Marketing and Sales",67304.0,0,0.0,0,0,0
"plan5947","05e4411541","Researcher",124261.0,10,1242610.0,0,0,10
"plan5946","78f1569a92","Software Developer",142226.0,0,0.0,0,0,0
"plan5944","4ff00bf202","Business Development Manager",118490.0,0,0.0,0,0,0
"plan5943","78ae7d6db1","Associate",149134.0,10,1491340.0,0,0,10
"plan5942","44afe02229","Business Development Manager",138114.0,0,0.0,0,0,0
"plan5941","8dc83987a6","Business Development Manager",82006.0,0,0.0,0,0,0
"plan5932","63869587f1","Accountant",100880.0,9,907920.0,0,0,9
"plan5929","0559d20e4c","Researcher",72788.0,2,145576.0,0,0,2
"plan5927","813057395a","Designer",130194.0,8,1041552.0,0,0,8
"plan5925","16d1eccd18","Designer",99372.0,0,0.0,0,0,0
"plan5922","ff6f3c3a9e","HR Manager",118931.0,9,1070379.0,0,0,9
"plan5921","74bd522564","Business Development Manager",90516.0,10,905160.0,0,0,10
"plan5920","73a2f9c801","Business Development Manager",109281.0,3,327843.0,0,0,3
"plan5919","4ad95298f8","Designer",80315.0,0,0.0,0,0,0
"plan5918","44e01a9e58","Engineer",73431.0,0,0.0,0,0,0
"plan5915","414a036cb0","Administrative Officer",110081.0,0,0.0,0,0,0
"plan5912","43b334c5c7","Accountant",55685.0,9,501165.0,0,0,9
"plan5911","1120946d7c","Project Manager",91290.0,8,730320.0,0,0,8
"plan5910","019a9b350e","Associate",70629.0,0,0.0,0,0,0
"plan5909","a74af004d8","Accountant",109630.0,0,0.0,0,0,0
"plan5905","031b0a1ed7","Head of Marketing and Sales",93640.0,0,0.0,0,0,0
"plan5902","1b6a43c584","Engineer",89745.0,6,538470.0,0,0,6
"plan5901","7801da3960","Engineer",95565.0,8,764520.0,0,0,8
"plan5899","f8c38d4f43","Software Developer",114555.0,0,0.0,0,0,0
"plan5897","6fc145c6b3","Accountant",114077.0,0,0.0,0,0,0
"plan5894","0319d71a99","Engineer",99332.0,0,0.0,0,0,0
"plan5889","b36aea45e1","Accountant",102533.0,0,0.0,0,0,0
"plan5887","d94d3b95c2","HR Manager",71846.0,3,215538.0,0,0,3
"plan5886","bf0a697dbf","Analyst",94890.0,0,0.0,0,0,0
"plan5884","405a111e13","Software Developer",59944.0,0,0.0,0,0,0
"plan5883","1d6508455e","Engineer",69199.0,6,415194.0,0,0,6
"plan5882","6826a7a67b","Accountant",127032.0,7,889224.0,0,0,7
"plan5881","63a1b7fc2f","Project Manager",142965.0,11,1572615.0,0,0,11
"plan5879","c4a83a0a33","Software Developer",107511.0,7,752577.0,0,0,7
"plan5878","8c817f41e4","Researcher",136630.0,0,0.0,0,0,0
"plan5876","7b85db0c3c","Software Developer",147545.0,5,737725.0,0,0,5
"plan5875","9131bc1e2d","HR Manager",100073.0,0,0.0,0,0,0
"plan5873","26024054a3","Designer",105235.0,0,0.0,0,0,0
"plan5871","b493b8b41a","Analyst",103273.0,9,929457.0,0,0,9
"plan5868","ef052d5251","Accountant",130790.0,4,523160.0,0,0,4
"plan5867","e382d5f383","Secretary",73576.0,6,441456.0,0,0,6
"plan5866","2c4ebe0519","Associate",56725.0,0,0.0,0,0,0
"plan5865","82345aa102","Secretary",89056.0,8,712448.0,0,0,8
"plan5863","0fe43cbce6","Business Development Manager",125747.0,0,0.0,0,0,0
"plan5862","8b6d00f37c","Associate",87601.0,2,175202.0,0,0,2
"plan5860","6127d02078","Engineer",75189.0,11,827079.0,0,0,11
"plan5858","3fd187dcd8","Associate",120241.0,0,0.0,0,0,0
"plan5857","adbf8be37f","Analyst",107013.0,5,535065.0,0,0,5
"plan5856","1b1dd4a7be","Accountant",96613.0,4,386452.0,0,0,4
"plan5854","f896c20a8e","Accountant",100364.0,0,0.0,0,0,0
"plan5853","8c7d847d49","Software Developer",94384.0,8,755072.0,0,0,8
"plan5851","b7458efe66","Researcher",66880.0,0,0.0,0,0,0
"plan5849","bffdf93f68","Analyst",0.0,0,0.0,0,0,0
"plan5847","e1ae72e5c0","Engineer",126268.0,5,631340.0,0,0,5
"plan5846","d75844e741","Head of Marketing and Sales",57780.0,4,231120.0,0,0,4
"plan5845","ee0c941c21","Project Manager",72204.0,0,0.0,0,0,0
"plan5844","86f2374aa0","Business Development Manager",75093.0,0,0.0,0,0,0
"plan5842","c2d5bdd0f7","Business Development Manager",66829.0,11,735119.0,0,0,11
"plan5841","dd4340146a","Head of Marketing and Sales",55782.0,5,278910.0,0,0,5
"plan5840","845c1a6370","Designer",64739.0,0,0.0,0,0,0
"plan5839","61213c86e8","Associate",128145.0,0,0.0,0,0,0
"plan5837","023af3f989","Accountant",59512.0,9,535608.0,0,0,9
"plan5835","5bbbc7c88f","Project Manager",57598.0,6,345588.0,0,0,6
"plan5834","49d019fa6f","Associate",76285.0,0,0.0,0,0,0
"plan5832","032e3c0cf0","Accountant",52359.0,3,157077.0,0,0,3
"plan5831","61560816b4","Engineer",79371.0,2,158742.0,0,0,2
"plan5830","aa6aab4d6e","Designer",78183.0,0,0.0,0,0,0
"plan5828","e979815886","Administrative Officer",119649.0,0,0.0,0,0,0
"plan5826","bb20a24469","Accountant",143236.0,5,716180.0,0,0,5
"plan5825","496298a454","Analyst",72183.0,5,360915.0,0,0,5
"plan5824","4f3ca5b3e0","Researcher",93781.0,2,187562.0,0,0,2
"plan5823","a7da501f36","HR Manager",63600.0,11,699600.0,0,0,11
"plan5822","f75b3b8f41","Designer",58322.0,9,524898.0,0,0,9
"plan5821","d00195ac32","Designer",50123.0,0,0.0,0,0,0
"plan5819","b05067cbb0","Associate",52884.0,6,317304.0,0,0,6
"plan5818","d806cabb32","Engineer",56226.0,0,0.0,0,0,0
"plan5816","334c82aba0","Head of Marketing and Sales",58293.0,0,0.0,0,0,0
"plan5814","80262b1fae","Head of Marketing and Sales",78894.0,0,0.0,0,0,0
"plan5812","f0a871cc5d","Analyst",87587.0,0,0.0,0,0,0
"plan5810","ee1c635d35","HR Manager",70446.0,11,774906.0,0,0,11
"plan5809","277583ec2d","Analyst",88790.0,3,266370.0,0,0,3
"plan5808","0574a03c09","Secretary",98213.0,7,687491.0,0,0,7
"plan5807","51fb943467","Analyst",129136.0,2,258272.0,0,0,2
"plan5806","ca0c07fb1c","Head of Marketing and Sales",103505.0,6,621030.0,0,0,6
"plan5805","e148cdb38f","Administrative Officer",133828.0,2,267656.0,0,0,2
"plan5802","3a3db2dc32","Accountant",132893.0,11,1461823.0,0,0,11
"plan5801","ab11ef8509","Associate",62981.0,5,314905.0,0,0,5
"plan5799","0cc5af5faa","HR Manager",131000.0,3,393000.0,0,0,3
"plan5797","be8e25b61f","Associate",73803.0,5,369015.0,0,0,5
"plan5796","95a4e4ba21","Software Developer",108521.0,0,0.0,0,0,0
"plan5794","e15b060bc2","Project Manager",94725.0,0,0.0,0,0,0
"plan5792","bdcee337e9","Accountant",59695.0,8,477560.0,0,0,8
"plan5787","c5b405e193","Business Development Manager",81129.0,0,0.0,0,0,0
"plan5785","1673372490","Engineer",76689.0,10,766890.0,0,0,10
"plan5783","a4f2f1ac01","Designer",93795.0,2,187590.0,0,0,2
"plan5782","6cceaa5917","Software Developer",132621.0,8,1060968.0,0,0,8
"plan5781","9c6e57a0ad","Accountant",81674.0,0,0.0,0,0,0
"plan5778","bc40dc122e","Analyst",149026.0,0,0.0,0,0,0
"plan5773","056efca1e8","Associate",66716.0,0,0.0,0,0,0
"plan5771","1f689e500f","Secretary",98526.0,0,0.0,0,0,0
"plan5770","82a738f634","Engineer",141404.0,0,0.0,0,0,0
"plan5769","71cd5732ef","Secretary",138619.0,10,1386190.0,0,0,10
"plan5768","b3bcb69e7e","HR Manager",57486.0,0,0.0,0,0,0
"plan5767","7324831305","Engineer",74207.0,0,0.0,0,0,0
"plan5766","06d7cd449d","Secretary",88595.0,0,0.0,0,0,0
"plan5765","415ee5acf1","Business Development Manager",130140.0,3,390420.0,0,0,3
"plan5764","2bf8972f93","Administrative Officer",147687.0,5,738435.0,0,0,5
"plan5761","6756fd7fa5","Accountant",99537.0,0,0.0,0,0,0
"plan5760","c992a49f46","HR Manager",130750.0,7,915250.0,0,0,7
"plan5759","748a8b2c3e","Associate",50335.0,0,0.0,0,0,0
"plan5757","9884d4a1f1","Project Manager",114623.0,5,573115.0,0,0,5
"plan5756","18294695f6","Researcher",135947.0,0,0.0,0,0,0
"plan5755","15aa875c62","Project Manager",124296.0,0,0.0,0,0,0
"plan5752","9602e1f1e9","Researcher",146591.0,4,586364.0,0,0,4
"plan5751","817978a121","Software Developer",135434.0,3,406302.0,0,0,3
"plan5749","dab107cf27","Project Manager",53203.0,9,478827.0,0,0,9
"plan5747","3ec653bfa7","Researcher",56997.0,0,0.0,0,0,0
"plan5746","f4f18114cd","Business Development Manager",141093.0,11,1552023.0,0,0,11
"plan5745","5f8f8b2b17","Researcher",67774.0,9,609966.0,0,0,9
"plan5743","5b24931888","Software Developer",81287.0,8,650296.0,0,0,8
"plan5742","39072bf2ef","Secretary",66559.0,10,665590.0,0,0,10
"plan5741","f08ca9a8cf","Associate",122370.0,6,734220.0,0,0,6
"plan5740","d70d3e69b3","Project Manager",147257.0,0,0.0,0,0,0
"plan5739","4564ede0e5","Designer",87927.0,0,0.0,0,0,0
"plan5737","2eb0625b2f","Designer",93279.0,0,0.0,0,0,0
"plan5736","1e27e5b477","Accountant",119714.0,0,0.0,0,0,0
"plan5734","0a71ad8db3","Designer",63992.0,5,319960.0,0,0,5
"plan5733","297892c7a8","HR Manager",58593.0,0,0.0,0,0,0
"plan5730","a51e95a3bf","Software Developer",122144.0,3,366432.0,0,0,3
"plan5726","e0778e796c","Business Development Manager",104226.0,10,1042260.0,0,0,10
"plan5725","27402103c4","Researcher",123104.0,8,984832.0,0,0,8
"plan5724","2d3ce2f3d9","HR Manager",58909.0,9,530181.0,0,0,9
"plan5723","20e945ebdd","Secretary",70809.0,0,0.0,0,0,0
"plan5722","fb9d9674f6","Software Developer",127417.0,5,637085.0,0,0,5
"plan5721","a631df2beb","Project Manager",144942.0,0,0.0,0,0,0
"plan5720","c18bce05af","HR Manager",63533.0,0,0.0,0,0,0
"plan5717","37e217d448","Secretary",112228.0,0,0.0,0,0,0
"plan5715","ca481a610e","Analyst",87448.0,8,699584.0,0,0,8
"plan5714","03f15ce29e","Engineer",121864.0,8,974912.0,0,0,8
"plan5713","58ab8b8e36","Engineer",71025.0,6,426150.0,0,0,6
"plan5712","54ec573cd0","Software Developer",136173.0,7,953211.0,0,0,7
"plan5711","2767aac916","Designer",85294.0,7,597058.0,0,0,7
"plan5710","7ef19554ef","Engineer",90076.0,0,0.0,0,0,0
"plan5707","4a1c835b44","Researcher",82205.0,0,0.0,0,0,0
"plan5706","e786322241","Secretary",104525.0,5,522625.0,0,0,5
"plan5705","698d0262af","Analyst",130699.0,7,914893.0,0,0,7
"plan5702","6157a11137","Associate",88346.0,0,0.0,0,0,0
"plan5696","0d0d2633c3","Designer",70464.0,0,0.0,0,0,0
"plan5695","49e340ea95","Analyst",103782.0,0,0.0,0,0,0
"plan5694","db0372ea05","Secretary",107255.0,0,0.0,0,0,0
"plan5691","a31afc00e0","Software Developer",59642.0,0,0.0,0,0,0
"plan5688","65ea246a41","Secretary",100725.0,0,0.0,0,0,0
"plan5686","23408254ae","Designer",54350.0,11,597850.0,0,0,11
"plan5684","44d5e2018f","Associate",141092.0,0,0.0,0,0,0
"plan5682","f18160529e","Project Manager",59923.0,4,239692.0,0,0,4
"plan5681","ff4f385349","Analyst",94729.0,3,284187.0,0,0,3
"plan5680","ff6853a939","HR Manager",112536.0,9,1012824.0,0,0,9
"plan5678","d6bfb281a1","Administrative Officer",129116.0,0,0.0,0,0,0
"plan5676","78749b1916","Analyst",64047.0,2,128094.0,0,0,2
"plan5673","cbd811862f","Researcher",110024.0,10,1100240.0,0,0,10
"plan5672","0e3ce2b3d0","Head of Marketing and Sales",91943.0,0,0.0,0,0,0
"plan5671","4388597fb6","Business Development Manager",72361.0,0,0.0,0,0,0
"plan5669","22c7f7b38d","Head of Marketing and Sales",141113.0,11,1552243.0,0,0,11
"plan5667","d1b5300539","Secretary",141931.0,4,567724.0,0,0,4
"plan5666","310a3ce572","Designer",130961.0,5,654805.0,0,0,5
"plan5665","63072ace49","Business Development Manager",78089.0,4,312356.0,0,0,4
"plan5664","3b722f05a0","HR Manager",92653.0,0,0.0,0,0,0
"plan5662","b2410ba098","Researcher",141455.0,10,1414550.0,0,0,10
"plan5661","f3e9d0898a","Head of Marketing and Sales",78918.0,0,0.0,0,0,0
"plan5659","c966c3402b","Administrative Officer",136343.0,0,0.0,0,0,0
"plan5657","84079b5fff","Designer",77184.0,0,0.0,0,0,0
"plan5656","c9c9e77da1","Accountant",110592.0,0,0.0,0,0,0
"plan5655","566c53d649","Analyst",84639.0,7,592473.0,0,0,7
"plan5654","c27142bbd7","Researcher",80999.0,3,242997.0,0,0,3
"plan5653","62c9841d12","Analyst",143347.0,0,0.0,0,0,0
"plan5649","5565b16a8d","Analyst",135759.0,0,0.0,0,0,0
"plan5648","018b48d43a","Administrative Officer",149093.0,0,0.0,0,0,0
"plan5647","fd185a534c","Analyst",90497.0,0,0.0,0,0,0
"plan5646","36b173761a","Secretary",51369.0,0,0.0,0,0,0
"plan5645","73797d9e46","Accountant",131308.0,4,525232.0,0,0,4
"plan5644","0ce0986585","Researcher",88423.0,0,0.0,0,0,0
"plan5643","2f78e49e16","Administrative Officer",50941.0,10,509410.0,0,0,10
"plan5642","73ce88aa94","Software Developer",77967.0,4,311868.0,0,0,4
"plan5641","e6aaf5ed80","Associate",128594.0,10,1285940.0,0,0,10
"plan5640","d00815a264","Analyst",79268.0,6,475608.0,0,0,6
"plan5639","d734126252","Associate",130178.0,8,1041424.0,0,0,8
"plan5638","980cef8b77","Researcher",65386.0,7,457702.0,0,0,7
"plan5637","ff43165209","Project Manager",144058.0,10,1440580.0,0,0,10
"plan5636","4665a87764","Business Development Manager",111876.0,0,0.0,0,0,0
"plan5635","c319ede397","Researcher",68286.0,9,614574.0,0,0,9
"plan5634","6c42e9cc06","Secretary",117150.0,6,702900.0,0,0,6
