"ID","ID (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)"
"plan200","79b540dbd6",2,172568.0,0,"Secretary",86284.0,0,2
"plan102","0282ef5073",0,0.0,0,"HR Manager",131241.0,0,0
"plan126","064d3e2ecb",0,0.0,0,"Associate",111344.0,0,0
"plan116","079dd10508",0,0.0,0,"Analyst",98930.0,0,0
"plan115","a199812303",2,273506.0,0,"Associate",136753.0,0,2
"plan114","40f6323744",0,0.0,0,"Software Developer",88398.0,0,0
"plan110","b5c7893049",2,210084.0,0,"Project Manager",105042.0,0,2
"plan109","cc9f38cd99",0,0.0,0,"Secretary",58141.0,0,0
"plan107","7a23895669",0,0.0,0,"Head of Marketing and Sales",106196.0,0,0
"plan106","8da4bd95e3",2,154082.0,0,"Administrative Officer",77041.0,0,2
"plan104","491bc34dd6",2,281090.0,0,"Engineer",140545.0,0,2
"plan103","0aac825de4",2,188082.0,0,"Designer",94041.0,0,2
"plan50","d752a1d7bc",7,0.0,0,"HR Manager",0.0,0,7
"plan_44","5c7cdc478e",5,272280.0,0,"Head of Marketing and Sales",54456.0,0,5
"","f3f8c61851",52,340340.0,0,"Accountant",6545.0,0,52
"","1a1a58cae2",6,4473924.0,0,"CEO",745654.0,0,6
"plan74","bea25cd8d6",0,0.0,0,"Head of Marketing and Sales",64279.0,0,0
"plan71","5124fe02c6",7,775754.0,0,"Business Development Manager",110822.0,0,7
"plan70","a6588dcc1a",0,0.0,0,"Researcher",133384.0,0,0
"plan61","aefc753ed2",0,0.0,0,"Accountant",113317.0,0,0
"plan57","b5c58aac51",0,0.0,0,"Accountant",136817.0,0,0
"plan56","b54bb53268",0,0.0,0,"HR Manager",142673.0,0,0
"plan55","d2b2fea671",0,0.0,0,"Project Manager",63126.0,0,0
"plan54","8342afb8d0",0,0.0,0,"Designer",105930.0,0,0
"plan53","721578e221",10,870040.0,0,"Software Developer",87004.0,0,10
"plan52","473ff40459",6,831624.0,0,"Associate",138604.0,0,6
"plan51","87fa4a4249",0,0.0,0,"Secretary",99305.0,0,0
"plan45","ce23641b80",0,0.0,0,"Designer",67941.0,0,0
"plan44","3649356517",0,0.0,0,"Researcher",149148.0,0,0
"plan42","b65aa72583",4,460264.0,0,"Researcher",115066.0,0,4
"plan41","02da340b44",0,0.0,0,"Engineer",137064.0,0,0
"plan40","fc47505756",0,0.0,0,"Analyst",117880.0,0,0
"plan39","329654d79e",0,0.0,0,"HR Manager",96785.0,0,0
"plan36","f6f01f52d2",1,122919.0,0,"Head of Marketing and Sales",122919.0,0,1
"plan34","ef6da4e74b",4,0.0,0,"Project Manager",0.0,0,4
"plan37","d7ac0e1cbe",10,1131360.0,0,"Secretary",113136.0,0,10
"plan35","c79ac42d2a",0,0.0,0,"Accountant",135584.0,0,0
"plan33","b063fdc28c",0,0.0,0,"Associate",94308.0,0,0
"plan32","bef23bd226",0,0.0,0,"Business Development Manager",114654.0,0,0
"plan31","b16d940a89",0,0.0,0,"Associate",84923.0,0,0
"plan30","7194489e6a",0,0.0,0,"Software Developer",69772.0,0,0
"plan20","2dd1d6434f",0,0.0,0,"Business Development Manager",111505.0,0,0
"plan27","1b7c70d64f",0,0.0,0,"Analyst",73922.0,0,0
"plan26","f29c661ca1",4,531860.0,0,"Researcher",132965.0,0,4
"plan25","95d301a233",0,0.0,0,"Secretary",107469.0,0,0
"plan24","cfc9527abf",0,0.0,0,"Head of Marketing and Sales",72270.0,0,0
"pla_1112","8de6f03203",5,23280.0,0,"Business Development Manager",4656.0,0,5
"plan_111","159957677b",56,336.0,0,"Associate",6.0,0,56
"plan17","689a2d22b7",0,0.0,0,"Analyst",62633.0,0,0
"plan16","391c0ba305",0,0.0,0,"Administrative Officer",129485.0,0,0
"plan15","9f7ffddb01",0,0.0,0,"Engineer",138066.0,0,0
"plan14","e58f4f8d6f",0,0.0,0,"Project Manager",106335.0,0,0
"plan13","7076480d67",0,0.0,0,"Designer",145773.0,0,0
"plan12","5def12d8ed",8,1085680.0,0,"Business Development Manager",135710.0,0,8
"plan11","c888b0b6af",7,861777.0,0,"Designer",123111.0,0,7
"plan10","215b406ad1",2,190496.0,0,"Associate",95248.0,0,2
"kkk","8898ebcfe6",4,222584.0,0,"Business Development Manager",55646.0,0,4
"Ashok5","1efc05d072",5,328280.0,0,"CEO",65656.0,0,5
