"ID","Department","Company","From Date","Total Estimated Budget","To Date","ID (Staffing Plan Detail)"
"plan557","Sales - 112","12company","2010-02-09",204458.0,"2012-08-15","698ea937a0"
"plan555","Research & Development - 2","2company","2012-09-09",132142.0,"2016-09-20","7aee2271cd"
"plan553","Purchase - 115","15company","2010-07-07",190094.0,"2015-08-18","1988966f80"
"plan552","Dispatch - 113","13company","2006-06-06",133038.0,"2017-07-22","e7a05be3cd"
"plan551","Sales - 8","8company","2015-11-24",125814.0,"2015-11-29","85ddcd045c"
"plan548","Management - 115","15company","2004-02-02",186172.0,"2018-11-19","7565219d7a"
"plan547","Quality Management - 114","14company","2002-10-28",210526.0,"2008-11-29","6565ec6718"
"plan546","Production - 2","2company","2011-04-09",0.0,"2012-11-10","ad84c1aa3f"
"plan544","Quality Management - 3","3company","2003-05-02",295682.0,"2003-05-19","cabfaa2e99"
"plan542","Dispatch - 8","8company","2020-03-19",275012.0,"2020-08-22","ce5bc08c04"
"plan540","Dispatch - 114","14company","2020-01-03",0.0,"2020-03-29","d34439d4c9"
"plan539","Legal - 117","17company","2020-02-02",155582.0,"2020-05-09","1f1abb1898"
"plan537","Production - 5","5company","2001-01-17",0.0,"2011-08-17","23585fe8d8"
"plan535","","11company","2015-05-20",188314.0,"2015-07-22","2760b2e7dc"
"plan532","Production - 110","10company","2014-04-20",237628.0,"2020-07-20","d3e0076d79"
"plan531","","11company","2009-09-27",0.0,"2011-10-28","a4be0c60ea"
"plan530","Sales - 117","17company","2007-05-19",218618.0,"2020-05-22","5a5101f013"
"plan529","Purchase - 116","16company","2014-04-13",298982.0,"2014-08-28","7004aeb3f4"
"plan528","Dispatch - 5","5company","2004-03-21",193150.0,"2008-04-21","629abed9c6"
"plan527","Legal - 3","3company","2011-05-13",287942.0,"2013-09-28","833623fd4f"
"plan526","Legal - 6","6company","2011-08-21",167530.0,"2011-10-21","fe7e324926"
"plan525","Production - 5","5company","2021-01-15",127472.0,"2021-11-16","87b41608d9"
"plan524","Sales - 113","13company","2009-11-10",128910.0,"2017-11-25","7a03a41aeb"
"plan513","Marketing - 8","8company","2012-05-10",233988.0,"2018-06-10","7761fa093f"
"plan510","Purchase - 4","4company","2019-08-09",293154.0,"2019-10-12","237a5400b3"
"plan508","Customer Service - 6","6company","2007-10-17",220790.0,"2007-11-28","982bb0ae1b"
"plan505","Quality Management - 3","3company","2007-10-02",136964.0,"2020-10-06","e4d16f5240"
"plan502","Marketing - 110","10company","2005-10-19",0.0,"2010-10-27","bc7adfb1be"
"plan500","Purchase - 118","18company","2006-03-09",219512.0,"2015-06-20","083e13dea7"
"plan499","Marketing - 110","10company","2016-01-17",224262.0,"2016-02-24","42b97b6586"
"plan498","Dispatch - 3","3company","2018-01-17",226024.0,"2019-09-20","6739f43751"
"plan495","Management - 114","14company","2013-02-11",260808.0,"2018-06-16","d449cb1933"
"plan493","Operations - 118","18company","2003-09-17",166032.0,"2005-09-27","7bf7434a7b"
"plan491","Operations - 114","14company","2004-07-03",0.0,"2006-09-04","2e5529652c"
"plan490","Research & Development - 114","14company","2018-04-03",189902.0,"2018-05-17","9fb64d9ab1"
"plan487","Legal - 1","1company","2004-01-22",108234.0,"2010-03-23","17ab23fb43"
"plan484","Dispatch - 1","1company","2011-08-01",0.0,"2015-08-29","b5a87441bf"
"plan478","","11company","2019-09-02",0.0,"2019-10-23","7a296818e4"
"plan476","Customer Service - 2","2company","2021-09-06",0.0,"2021-09-19","c985623630"
"plan475","Sales - 2","2company","2004-05-16",129972.0,"2009-11-22","e436bf4a91"
"plan474","Quality Management - 6","6company","2017-02-09",215278.0,"2020-03-29","f444fc1a06"
"plan473","Marketing - 117","17company","2018-05-03",0.0,"2020-10-09","74171a2c94"
"plan472","Research & Development - 8","8company","2007-03-10",0.0,"2009-07-19","cd0cd54afe"
"plan471","Purchase - 117","17company","2003-04-16",159104.0,"2005-10-24","932acf0f43"
"plan469","Purchase - 7","7company","2012-06-29",209382.0,"2018-08-29","15084981f6"
"plan466","Management - 117","17company","2021-04-08",179828.0,"2021-11-21","0de996d0a4"
"plan425","Legal - 8","8company","2014-06-21",182506.0,"2020-06-27","d4b434a14f"
"plan424","Operations - 1","1company","2012-05-18",177694.0,"2016-11-27","3d424e7bc9"
"plan423","Operations - 110","10company","2002-05-08",0.0,"2020-07-25","1c94f6b609"
"plan421","Production - 9","9company","2021-02-07",297222.0,"2021-03-19","b40fc0c36e"
"plan420","Sales - 113","13company","2017-03-24",159938.0,"2017-11-27","d3bb9c9b1b"
"plan417","Sales - 8","8company","2020-01-19",0.0,"2020-06-20","c43fba34b8"
"plan411","Management - 112","12company","2007-04-05",125002.0,"2009-10-12","dedf5c9a5c"
"plan400","Management - 115","15company","2009-09-15",107678.0,"2010-10-27","f75e3e23f8"
"plan463","Operations - 118","18company","2014-08-16",132970.0,"2018-09-26","b27e9ad431"
"plan462","Sales - 8","8company","2014-07-11",203734.0,"2020-11-17","7feaa3886b"
"plan458","Human Resources - 112","12company","2009-05-09",284402.0,"2016-05-18","bae289b915"
"plan452","Customer Service - 1","1company","2001-05-14",204566.0,"2019-09-14","ef4d8ac96a"
"plan451","Human Resources - 117","17company","2001-07-14",268328.0,"2002-08-17","0b38d15fe4"
"plan449","Dispatch - 114","14company","2020-07-24",256094.0,"2020-10-28","5e02605824"
"plan448","Customer Service - 6","6company","2001-08-17",0.0,"2018-10-19","e1f058a3f3"
"plan447","Dispatch - 1","1company","2005-09-22",155894.0,"2005-10-25","28c18233af"
"plan446","Quality Management - 7","7company","2003-09-03",199098.0,"2016-09-05","72b7c34c70"
"plan442","Dispatch - 6","6company","2003-08-23",0.0,"2006-10-24","8588e1abf3"
"plan441","Quality Management - 5","5company","2004-08-29",197368.0,"2006-09-29","de3cb137cf"
"plan439","Customer Service - 118","18company","2016-05-21",224260.0,"2018-06-21","0cb8db02c7"
"plan438","Marketing - 7","7company","2020-11-21",227294.0,"2020-11-26","795eb74299"
"plan436","Operations - 113","13company","2016-03-26",183068.0,"2020-11-26","2c999cc38b"
"plan435","Operations - 3","3company","2001-06-22",128598.0,"2001-11-25","6afde37ec8"
"plan433","Human Resources - 8","8company","2005-06-23",251196.0,"2018-11-23","73b38976d5"
"plan430","Quality Management - 6","6company","2013-08-11",264692.0,"2014-09-20","9dcb3385f3"
"plan428","Sales - 114","14company","2012-01-25",194162.0,"2015-09-28","a8ce2491ce"
"plan427","Customer Service - 117","17company","2011-04-14",216328.0,"2011-10-15","effe3663a0"
"plan422","Sales - 8","8company","2021-05-05",258724.0,"2021-06-14","cb68efa388"
"plan419","Quality Management - 8","8company","2002-08-04",0.0,"2014-10-15","c5baffa945"
"plan418","Marketing - 113","13company","2021-06-15",214490.0,"2021-10-22","504a3ee632"
"plan415","Quality Management - 1","1company","2021-11-15",247186.0,"2021-11-25","3d768ce35c"
"plan414","Quality Management - 118","18company","2013-02-16",254794.0,"2013-08-22","302856c015"
"plan413","Dispatch - 7","7company","2019-05-06",178652.0,"2019-06-18","2766415f84"
"plan412","Legal - 9","9company","2015-02-17",0.0,"2017-09-28","a7038c7299"
"plan410","Management - 2","2company","2017-01-01",135006.0,"2019-07-07","7f6364b0a3"
"plan409","Production - 8","8company","2015-10-23",155430.0,"2019-11-24","33c5e597e4"
"plan407","Dispatch - 3","3company","2021-06-25",255988.0,"2021-09-28","8bb8a69e52"
"plan406","Dispatch - 8","8company","2009-09-20",227230.0,"2014-11-29","15ea3efc78"
"plan405","Customer Service - 114","14company","2006-01-08",252796.0,"2012-08-28","6c122b8198"
"plan404","Human Resources - 7","7company","2021-05-17",102484.0,"2021-08-27","17741b6194"
"plan402","Production - 9","9company","2009-06-19",170166.0,"2011-06-28","f89a9cfe84"
"plan401","Management - 9","9company","2016-11-11",125552.0,"2019-11-23","386863f856"
"plan399","Customer Service - 9","9company","2013-02-10",219776.0,"2020-03-27","13013d0d4d"
"plan398","Production - 4","4company","2001-11-23",284854.0,"2004-11-27","839bdb046f"
"plan397","Purchase - 113","13company","2019-10-21",246708.0,"2019-10-29","f988de1c6d"
"plan396","Purchase - 3","3company","2014-08-05",127928.0,"2017-08-22","4d189070cb"
"plan395","Research & Development - 112","12company","2015-04-19",0.0,"2015-11-23","19ea46e915"
"plan394","Human Resources - 115","15company","2009-07-14",0.0,"2010-07-16","e2d5cc3f6d"
"plan393","Quality Management - 112","12company","2017-03-18",170004.0,"2019-06-25","5d938c719d"
"plan391","Dispatch - 4","4company","2015-07-15",273544.0,"2016-08-22","c7f099e98e"
"plan390","Sales - 115","15company","2017-11-04",122968.0,"2018-11-10","d99bde4a7e"
"plan387","Management - 115","15company","2002-07-29",157998.0,"2002-10-29","7601d7d565"
"plan386","Sales - 7","7company","2021-05-15",211918.0,"2021-11-28","6bb6bccb56"
"plan385","Customer Service - 118","18company","2005-10-05",0.0,"2017-10-25","74434ea4c5"
"plan383","Research & Development - 113","13company","2020-07-15",137946.0,"2020-11-21","c05e33f3da"
"plan381","Production - 118","18company","2006-03-07",140194.0,"2020-03-18","0971e55396"
"plan380","Legal - 118","18company","2011-11-10",137626.0,"2014-11-16","32a2190329"
"plan379","Operations - 8","8company","2013-08-13",199010.0,"2019-09-23","5e8f4d4826"
"plan376","Quality Management - 1","1company","2002-03-29",260052.0,"2018-04-29","c37d4482f5"
"plan373","Production - 7","7company","2004-04-24",242764.0,"2008-08-25","0eb55f05ba"
"plan372","Management - 3","3company","2020-03-04",0.0,"2020-04-08","35e7d8a381"
"plan371","Research & Development - 116","16company","2019-06-09",220238.0,"2019-11-11","20508dda91"
"plan368","Sales - 113","13company","2009-01-23",239760.0,"2017-06-28","6e3133dfd8"
"plan367","Purchase - 1","1company","2016-09-18",289448.0,"2018-11-26","430f8a4995"
"plan366","Sales - 114","14company","2016-01-28",182130.0,"2020-08-29","8fdba05d9e"
"plan365","Research & Development - 7","7company","2018-05-04",202534.0,"2018-06-08","d1c377ce2b"
"plan363","Sales - 6","6company","2001-11-21",285702.0,"2014-11-24","61edbd0143"
"plan362","Research & Development - 110","10company","2014-07-07",188674.0,"2015-11-11","5c0443c1a9"
"plan361","Customer Service - 112","12company","2004-03-03",120790.0,"2004-10-25","207541ae75"
"plan360","Research & Development - 7","7company","2006-04-18",246710.0,"2015-04-24","fbd23c2188"
"plan359","Customer Service - 115","15company","2020-07-08",0.0,"2020-07-23","adceb097b3"
"plan358","","11company","2019-05-06",142692.0,"2020-05-21","b8b84cda49"
"plan356","Legal - 117","17company","2007-01-02",0.0,"2016-02-05","033e036b99"
"plan355","Research & Development - 113","13company","2005-01-19",101716.0,"2005-06-23","cb6aa06dd3"
"plan353","Legal - 110","10company","2016-11-12",181150.0,"2018-11-15","7849607aba"
"plan350","Research & Development - 2","2company","2013-01-08",189344.0,"2019-09-27","2b12d5fca0"
"plan349","Legal - 116","16company","2020-08-16",267778.0,"2020-08-23","2f3e950275"
"plan346","Operations - 6","6company","2016-02-27",217872.0,"2018-07-27","3b3529aa48"
"plan345","Marketing - 114","14company","2011-01-20",270290.0,"2015-06-20","3a966b1c0c"
"plan344","Management - 116","16company","2003-10-11",147610.0,"2014-10-24","6560f188fd"
"plan342","Dispatch - 2","2company","2021-04-04",251312.0,"2021-05-13","f05789e30e"
"plan340","Management - 5","5company","2019-10-25",142660.0,"2019-10-27","d8bb6f80b6"
"plan339","Management - 8","8company","2019-11-14",294668.0,"2020-11-19","ad760a0546"
"plan338","Management - 2","2company","2012-03-26",184060.0,"2013-03-26","b7724b6718"
"plan337","Research & Development - 116","16company","2005-07-28",0.0,"2017-08-29","e526139175"
"plan336","Dispatch - 3","3company","2007-06-01",249176.0,"2013-09-17","46cff455f6"
"plan335","Operations - 7","7company","2017-06-17",0.0,"2019-10-21","cffc2e52d1"
"plan334","Quality Management - 3","3company","2019-04-21",250696.0,"2019-11-27","59f927d6b7"
"plan333","Dispatch - 112","12company","2006-09-25",145284.0,"2019-10-28","b6df7ac9f1"
"plan332","Research & Development - 8","8company","2006-10-19",0.0,"2009-11-28","01c8954227"
"plan331","Operations - 117","17company","2003-10-13",153322.0,"2007-11-18","5806fe56b4"
"plan330","Research & Development - 116","16company","2014-03-07",0.0,"2014-05-27","b0140ee3e8"
"plan329","Quality Management - 118","18company","2005-04-15",148788.0,"2014-11-26","12e8c9d7a5"
"plan328","Legal - 1","1company","2008-10-05",268034.0,"2008-10-14","b7d509facc"
"plan327","Production - 113","13company","2003-06-29",263488.0,"2012-06-29","255b37d21d"
"plan324","Legal - 9","9company","2003-11-14",0.0,"2010-11-16","3aa9eb683b"
"plan323","Human Resources - 115","15company","2001-11-04",0.0,"2001-11-26","0f47d1c7b0"
"plan322","Research & Development - 117","17company","2003-05-18",115012.0,"2020-08-21","4b3a7de372"
"plan320","Marketing - 9","9company","2020-09-16",216322.0,"2020-11-29","0b203476f4"
"plan319","Operations - 5","5company","2016-09-08",261200.0,"2016-10-22","a640e3b4b2"
"plan318","Research & Development - 110","10company","2019-09-23",157334.0,"2020-11-25","5cebcd1bfc"
"plan317","Management - 117","17company","2009-04-05",170482.0,"2013-05-06","627c8c8cc2"
"plan315","Dispatch - 9","9company","2012-01-17",239860.0,"2017-08-26","f8b6adafb6"
"plan314","","11company","2009-01-20",148404.0,"2020-02-27","40e33399a1"
"plan312","Purchase - 2","2company","2013-01-18",295004.0,"2014-09-22","921bf3a2b0"
"plan310","Production - 118","18company","2017-11-18",247268.0,"2020-11-29","9d645da1b6"
"plan308","Marketing - 9","9company","2005-06-19",0.0,"2011-11-21","84040b78ff"
"plan307","Sales - 9","9company","2008-05-25",212162.0,"2018-08-27","d8e29f7199"
"plan306","Production - 112","12company","2010-08-07",229356.0,"2016-09-09","ac9a6d2463"
"plan302","Dispatch - 116","16company","2015-11-21",119056.0,"2016-11-25","f667c0ccc9"
"plan301","Legal - 110","10company","2014-08-25",162918.0,"2015-10-27","61a97645bd"
"plan300","Dispatch - 118","18company","2014-03-11",175650.0,"2019-11-26","c7fdc17991"
"plan299","Human Resources - 116","16company","2018-02-02",291426.0,"2019-09-08","1add266545"
"plan298","Quality Management - 1","1company","2011-02-24",128548.0,"2012-11-26","79075751d9"
"plan297","Management - 117","17company","2012-07-10",101124.0,"2014-10-26","67e4b84640"
"plan295","Human Resources - 5","5company","2001-04-24",158950.0,"2018-05-26","90f8482bf3"
"plan293","Purchase - 110","10company","2012-01-18",145236.0,"2013-07-27","0f05148b14"
"plan292","Research & Development - 5","5company","2001-11-08",161812.0,"2002-11-21","af2ee617e7"
"plan291","Legal - 9","9company","2012-04-19",128806.0,"2012-08-19","0e3d2c86ad"
"plan289","Quality Management - 3","3company","2006-09-20",232818.0,"2006-10-26","699f12e891"
"plan288","Purchase - 118","18company","2009-09-21",0.0,"2010-10-26","369219569c"
"plan287","Purchase - 117","17company","2005-03-23",267910.0,"2016-06-29","36735a826e"
"plan286","Research & Development - 112","12company","2006-08-12",150088.0,"2018-08-16","65c28fdad4"
"plan285","Legal - 3","3company","2020-02-22",269128.0,"2020-05-23","00425d6f73"
"plan284","Marketing - 113","13company","2012-05-04",156624.0,"2015-07-22","3aaedbcea0"
"plan283","Purchase - 5","5company","2020-07-08",263866.0,"2020-10-21","c2a6eef01a"
"plan282","Legal - 3","3company","2009-03-01",174816.0,"2016-11-02","1b96335c93"
"plan280","Quality Management - 7","7company","2013-03-21",211626.0,"2018-05-27","8613976f9e"
"plan279","Management - 8","8company","2007-05-27",230094.0,"2011-06-29","a3c8ca5f86"
"plan278","Customer Service - 4","4company","2006-04-23",200626.0,"2014-07-29","49c215b0bf"
"plan277","Management - 8","8company","2020-07-18",295126.0,"2020-08-18","364d53fe37"
"plan275","","11company","2002-01-28",223876.0,"2003-01-29","95a2c4565f"
"plan274","Human Resources - 2","2company","2012-05-03",154606.0,"2016-10-04","4d42e99156"
"plan272","Sales - 6","6company","2021-11-27",167320.0,"2021-11-28","785dc3b52b"
"plan270","Purchase - 117","17company","2010-06-23",0.0,"2010-11-26","3e89603a88"
"plan269","Quality Management - 116","16company","2010-01-20",0.0,"2018-09-22","6963e611ae"
"plan268","Dispatch - 8","8company","2001-01-25",183102.0,"2011-04-26","d97076bc1b"
"plan267","Legal - 4","4company","2010-06-08",224332.0,"2012-07-15","f38588e200"
"plan265","Customer Service - 116","16company","2019-01-19",258914.0,"2019-11-24","c690e30f42"
"plan264","Marketing - 114","14company","2009-07-13",174572.0,"2009-07-19","b0fae54a1a"
"plan262","Research & Development - 1","1company","2014-02-19",107678.0,"2020-07-19","b3fe8d9ea0"
"plan261","Research & Development - 5","5company","2014-10-19",197600.0,"2014-10-27","a7c52dc46b"
"plan260","Purchase - 112","12company","2003-09-24",140202.0,"2004-10-28","7c337a7976"
"plan259","Management - 1","1company","2014-05-15",114410.0,"2015-08-27","026b5204c8"
"plan258","Legal - 9","9company","2006-09-03",211822.0,"2017-11-28","ba67e8ef7b"
"plan257","Management - 115","15company","2011-04-05",210710.0,"2012-08-07","b1d5596cd9"
"plan256","Purchase - 113","13company","2021-02-11",230588.0,"2021-07-24","a7d51c62a8"
"plan255","Marketing - 114","14company","2018-05-23",119018.0,"2018-10-27","c0e4314df1"
"plan254","Dispatch - 4","4company","2013-10-02",254168.0,"2014-10-20","5cc9878c50"
"plan253","Legal - 2","2company","2014-06-12",146204.0,"2014-09-18","120c81884d"
"plan252","Research & Development - 9","9company","2018-10-23",285468.0,"2020-11-25","ca037b63c0"
"plan251","Human Resources - 6","6company","2017-08-13",151748.0,"2017-08-15","5feedeed79"
"plan250","Operations - 9","9company","2020-10-09",127554.0,"2020-11-14","97831b2ffe"
"plan249","Quality Management - 114","14company","2009-09-25",297522.0,"2015-11-25","db676093e8"
"plan248","Customer Service - 3","3company","2020-10-10",221816.0,"2020-10-24","02069bdeda"
"plan247","Research & Development - 110","10company","2006-02-08",174492.0,"2008-06-22","479b08b42a"
"plan246","Operations - 117","17company","2004-03-18",103372.0,"2005-09-28","d3371f86ce"
"plan245","Operations - 5","5company","2013-04-20",201502.0,"2014-04-28","cd64eb0cd3"
"plan244","Purchase - 4","4company","2014-09-22",215008.0,"2014-10-23","b067287507"
"plan243","Management - 9","9company","2013-07-21",298340.0,"2015-07-24","0112c1ad45"
"plan242","Purchase - 1","1company","2002-09-14",271718.0,"2014-09-20","5a06f7fad1"
"plan241","Research & Development - 110","10company","2017-02-19",109936.0,"2017-11-22","83461d3778"
"plan240","Operations - 3","3company","2009-02-16",137152.0,"2013-11-23","410c5075c4"
"plan238","Purchase - 116","16company","2018-08-28",282108.0,"2019-08-28","86912b054a"
"plan237","Marketing - 113","13company","2002-06-26",273974.0,"2004-08-28","2d715c00c2"
"plan236","Operations - 118","18company","2016-08-10",156284.0,"2020-08-27","13262bb872"
"plan235","Quality Management - 1","1company","2002-02-09",0.0,"2016-06-13","8255383b75"
"plan234","Purchase - 6","6company","2001-11-05",192912.0,"2006-11-16","b2bfaa07e4"
"plan233","Production - 1","1company","2013-09-24",166228.0,"2017-09-25","ea55071533"
"plan232","Production - 112","12company","2013-07-06",268922.0,"2018-09-18","52ffd17c2a"
"plan231","Management - 4","4company","2010-01-11",268234.0,"2020-03-26","42994790a8"
"plan229","","11company","2013-08-28",156378.0,"2016-11-29","6c1b17fe16"
"plan228","Human Resources - 116","16company","2007-06-12",0.0,"2011-06-13","81adb07f22"
"plan227","Customer Service - 9","9company","2017-10-20",231824.0,"2018-10-26","f0de0c0ebd"
"plan226","Customer Service - 115","15company","2004-05-15",190288.0,"2008-09-21","92d2f0a668"
"plan225","Legal - 7","7company","2021-08-24",200270.0,"2021-09-26","6a882d65f1"
"plan224","Marketing - 1","1company","2011-02-06",232072.0,"2012-04-07","833dd6976a"
"plan223","Quality Management - 9","9company","2011-11-10",251780.0,"2019-11-21","5edea5a15a"
"plan222","Management - 114","14company","2007-09-26",257956.0,"2016-11-27","dbc2e3987c"
"plan221","Sales - 115","15company","2019-09-17",0.0,"2019-10-24","974e2829ca"
"plan220","Purchase - 7","7company","2005-04-07",247742.0,"2017-04-09","45c040f563"
"plan219","Production - 118","18company","2019-10-28",0.0,"2020-10-29","49ccc48004"
"plan218","Production - 7","7company","2009-05-16",103028.0,"2019-06-25","39f9947179"
"plan217","Customer Service - 114","14company","2021-09-07",113414.0,"2021-09-16","fae9d36164"
"plan216","","11company","2020-10-05",278998.0,"2020-10-26","96d568defc"
"plan215","Operations - 113","13company","2021-10-16",224368.0,"2021-10-20","a2937a7ac9"
"plan214","Production - 8","8company","2006-08-13",209232.0,"2015-08-23","f2df79a17a"
"plan213","Customer Service - 2","2company","2008-09-24",107682.0,"2017-09-28","a3774f746d"
"plan212","Customer Service - 8","8company","2002-10-11",135104.0,"2016-10-26","c23a2ab858"
"plan211","Dispatch - 9","9company","2010-02-05",188936.0,"2012-05-07","2dfeffa62d"
"plan210","Production - 6","6company","2011-11-18",181886.0,"2015-11-22","1cf9eef4fe"
"plan209","Dispatch - 115","15company","2004-11-03",106704.0,"2019-11-24","0b0f8e7b9b"
"plan208","Legal - 6","6company","2017-03-09",177694.0,"2017-06-26","c265e1482b"
"plan207","","11company","2002-01-22",194594.0,"2012-04-22","ae62911337"
"plan206","","17company","2021-10-02",102856.0,"2021-11-08","12e56204a5"
"plan205","","11company","2018-11-04",0.0,"2019-11-26","31f905fd5b"
"ch_12","Management - 118","18company","2021-11-09",5655.0,"2021-11-23","64c5ac3cff"
"plan204","","11company","2008-04-14",263556.0,"2014-09-23","4c101f87c0"
"plan202","Purchase - N","7company","2005-03-20",291800.0,"2006-07-23","485884ca91"
"plan201","","10company","2007-01-27",0.0,"2018-11-28","17151d70b6"
"plan200","Human Resources - N","4company","2020-07-20",172568.0,"2020-11-27","79b540dbd6"
"plan102","Quality Management - N","NA","2009-01-25",0.0,"2010-08-28","0282ef5073"
"plan126","Sales - N","NA","2010-11-03",0.0,"2012-11-11","064d3e2ecb"
"plan116","Operations - N","NA","2020-09-17",0.0,"2020-11-21","079dd10508"
"plan115","Human Resources - N","NA","2013-09-13",273506.0,"2016-11-25","a199812303"
"plan114","Accounts - N","NA","2014-01-18",0.0,"2020-06-27","40f6323744"
"plan110","Accounts - N","NA","2009-03-11",210084.0,"2014-05-29","b5c7893049"
"plan109","Sales - N","NA","2012-04-08",0.0,"2013-04-09","cc9f38cd99"
"plan107","Sales - N","NA","2018-02-19",0.0,"2020-06-22","7a23895669"
"plan106","Customer Service - N","NA","2019-09-21",154082.0,"2020-10-23","8da4bd95e3"
"plan104","Management - N","NA","2020-11-04",281090.0,"2020-11-27","491bc34dd6"
"plan103","Purchase - N","NA","2017-05-07",188082.0,"2017-05-24","0aac825de4"
"plan50","","NA","2020-09-02",0.0,"2020-11-04","d752a1d7bc"
"plan_44","Human Resources - N","NA","2021-11-01",5086544.0,"2021-11-17","5c7cdc478e"
"","","","","","","f3f8c61851"
"","","","","","","1a1a58cae2"
"plan74","Human Resources - N","NA","2010-09-04",0.0,"2010-11-11","bea25cd8d6"
"plan71","","NA","2019-05-11",775754.0,"2020-10-25","5124fe02c6"
"plan70","Quality Management - N","NA","2014-05-17",0.0,"2015-09-21","a6588dcc1a"
"plan61","Research & Development - N","NA","2012-07-10",0.0,"2015-07-14","aefc753ed2"
"plan57","Production - N","NA","2019-10-23",0.0,"2020-10-23","b5c58aac51"
"plan56","Management - N","NA","2010-09-03",0.0,"2015-10-20","b54bb53268"
"plan55","Management - N","NA","2002-05-19",0.0,"2002-11-24","d2b2fea671"
"plan54","Management - N","NA","2020-03-07",0.0,"2020-05-09","8342afb8d0"
"plan53","","NA","2004-06-22",870040.0,"2013-06-22","721578e221"
"plan52","Purchase - N","NA","2019-08-20",831624.0,"2020-10-29","473ff40459"
"plan51","Accounts - N","NA","2018-07-05",0.0,"2018-08-07","87fa4a4249"
"plan45","Sales - N","NA","2005-01-11",0.0,"2009-06-20","ce23641b80"
"plan44","Sales - N","NA","2018-05-29",0.0,"2018-11-29","3649356517"
"plan42","Customer Service - N","NA","2001-10-28",460264.0,"2013-10-29","b65aa72583"
"plan41","","NA","2017-04-03",0.0,"2019-09-29","02da340b44"
"plan40","Operations - N","NA","2006-05-16",0.0,"2011-08-19","fc47505756"
"plan39","Quality Management - N","NA","2001-01-13",0.0,"2008-02-15","329654d79e"
"plan36","Human Resources - N","NA","2021-06-29",122919.0,"2021-10-29","f6f01f52d2"
"plan34","Accounts - N","NA","2007-08-16",0.0,"2007-10-20","ef6da4e74b"
"plan37","","NA","2011-06-25",1131360.0,"2020-11-28","d7ac0e1cbe"
"plan35","Accounts - N","NA","2013-11-25",0.0,"2014-11-27","c79ac42d2a"
"plan33","Legal - N","NA","2017-10-06",0.0,"2018-11-25","b063fdc28c"
"plan32","Research & Development - N","NA","2016-05-21",0.0,"2018-07-29","bef23bd226"
"plan31","Sales - N","NA","2011-04-18",0.0,"2017-06-24","b16d940a89"
"plan30","Dispatch - N","NA","2007-08-13",0.0,"2010-08-24","7194489e6a"
"plan20","Customer Service - N","NA","2020-05-04",0.0,"2020-08-06","2dd1d6434f"
"plan27","Production - N","NA","2009-02-18",0.0,"2014-08-25","1b7c70d64f"
"plan26","Quality Management - N","NA","2013-11-02",531860.0,"2016-11-04","f29c661ca1"
"plan25","Sales - N","NA","2001-02-01",0.0,"2007-05-09","95d301a233"
"plan24","Customer Service - N","NA","2005-08-03",0.0,"2007-11-05","cfc9527abf"
"pla_1112","Research & Development - N","NA","2021-11-02",23280.0,"2021-11-26","8de6f03203"
"plan_111","Production - N","NA","2021-11-22",336.0,"2021-11-22","159957677b"
"plan17","Operations - N","NA","2017-06-02",0.0,"2019-11-09","689a2d22b7"
"plan16","Legal - N","NA","2012-10-22",0.0,"2014-10-28","391c0ba305"
"plan15","Dispatch - N","NA","2003-04-28",0.0,"2013-05-28","9f7ffddb01"
"plan14","Customer Service - N","NA","2015-09-12",0.0,"2020-09-26","e58f4f8d6f"
"plan13","Operations - N","NA","2021-07-01",0.0,"2021-11-15","7076480d67"
"plan12","Legal - N","NA","2008-08-06",1085680.0,"2012-10-29","5def12d8ed"
"plan11","Research & Development - N","NA","2012-11-06",861777.0,"2015-11-20","c888b0b6af"
"plan10","Production - N","NA","2021-11-29",190496.0,"2021-11-29","215b406ad1"
"kkk","Management - N","NA","2021-11-08",222584.0,"2021-11-26","8898ebcfe6"
"Ashok5","Human Resources - N","NA","2001-01-12",328280.0,"2021-11-03","1efc05d072"
