"ID","ID (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)"
"plan5616","8a4eccf2ab",0,0.0,"Accountant",57219.0,0,0,0
"plan5614","1ead896860",3,235089.0,"Designer",78363.0,0,3,0
"plan5613","bde3cfd1f8",3,177141.0,"Researcher",59047.0,0,3,0
"plan5612","950c8a0671",4,226684.0,"Secretary",56671.0,0,4,0
"plan5611","03b2f43c2f",4,368336.0,"Business Development Manager",92084.0,0,4,0
"plan5610","2d7299bb58",0,0.0,"Software Developer",62370.0,0,0,0
"plan5609","d545933594",0,0.0,"Head of Marketing and Sales",132067.0,0,0,0
"plan5607","790201069b",0,0.0,"Project Manager",87607.0,0,0,0
"plan5605","4d86f00368",3,153183.0,"Associate",51061.0,0,3,0
"plan5604","f278dee0f2",0,0.0,"Project Manager",60008.0,0,0,0
"plan5603","1a0c744d60",11,584342.0,"HR Manager",53122.0,0,11,0
"plan5602","d0687e8b69",0,0.0,"Head of Marketing and Sales",103791.0,0,0,0
"plan5600","dca414510c",5,272400.0,"Researcher",54480.0,0,5,0
"plan5599","6782c75eca",9,619632.0,"Researcher",68848.0,0,9,0
"plan5598","35cc1f9cb0",3,337554.0,"Software Developer",112518.0,0,3,0
"plan5597","c0fd445284",5,257835.0,"HR Manager",51567.0,0,5,0
"plan5596","5c85cbba7f",2,119188.0,"HR Manager",59594.0,0,2,0
"plan5595","86b45216a9",0,0.0,"Analyst",122583.0,0,0,0
"plan5593","cb5768b36b",0,0.0,"Designer",88660.0,0,0,0
"plan5592","4bf2d0bad4",11,600193.0,"Software Developer",54563.0,0,11,0
"plan5591","f4dfee43e3",5,647480.0,"Engineer",129496.0,0,5,0
"plan5589","cafd094434",9,581400.0,"Head of Marketing and Sales",64600.0,0,9,0
"plan5588","c8bf8e27fd",0,0.0,"Researcher",59321.0,0,0,0
"plan5587","f76177829a",0,0.0,"Business Development Manager",75527.0,0,0,0
"plan5584","ed0c9e5986",2,120526.0,"Analyst",60263.0,0,2,0
"plan5583","c489fe85ce",4,396156.0,"Engineer",99039.0,0,4,0
"plan5582","6ffb221f78",3,187155.0,"Analyst",62385.0,0,3,0
"plan5581","2df85d2ad2",2,251022.0,"Secretary",125511.0,0,2,0
"plan5580","835b136c62",0,0.0,"Accountant",94519.0,0,0,0
"plan5579","089250439f",5,293445.0,"Software Developer",58689.0,0,5,0
"plan5578","288a0b3498",8,417368.0,"Administrative Officer",52171.0,0,8,0
"plan5576","12ae856602",10,710180.0,"Accountant",71018.0,0,10,0
"plan5575","b118ad3b94",7,374619.0,"Administrative Officer",53517.0,0,7,0
"plan5574","0a4bc31c3e",5,459370.0,"Accountant",91874.0,0,5,0
"plan5573","d11b186dc9",9,704844.0,"Accountant",78316.0,0,9,0
"plan5572","88acb8f261",3,299490.0,"Designer",99830.0,0,3,0
"plan5571","86e1982488",0,0.0,"Head of Marketing and Sales",83265.0,0,0,0
"plan5570","195b159321",6,320946.0,"Analyst",53491.0,0,6,0
"plan5569","e0bddad230",9,988227.0,"Associate",109803.0,0,9,0
"plan5568","03b48ffb94",5,739420.0,"Secretary",147884.0,0,5,0
"plan5567","9f392df88a",6,586566.0,"Accountant",97761.0,0,6,0
"plan5566","8498947d3d",0,0.0,"Secretary",62302.0,0,0,0
"plan5565","00082efc18",10,1134610.0,"Head of Marketing and Sales",113461.0,0,10,0
"plan5564","f7b02d622c",0,0.0,"Administrative Officer",85539.0,0,0,0
"plan5563","1ed8a73ae6",0,0.0,"Engineer",93433.0,0,0,0
"plan5561","d79ab0efa9",6,526656.0,"Associate",87776.0,0,6,0
"plan5560","058edccf7d",0,0.0,"Software Developer",69207.0,0,0,0
"plan5558","67c8acbff5",6,899676.0,"Business Development Manager",149946.0,0,6,0
"plan5557","7ad4f92127",0,0.0,"Accountant",116292.0,0,0,0
"plan5555","08b8ca787d",0,0.0,"Associate",64493.0,0,0,0
"plan5553","30293be5bd",0,0.0,"Designer",90676.0,0,0,0
"plan5552","e3764e3ee0",8,1162520.0,"Head of Marketing and Sales",145315.0,0,8,0
"plan5551","9aa76c7154",9,787653.0,"Head of Marketing and Sales",87517.0,0,9,0
"plan5550","32b010367d",0,0.0,"Analyst",93052.0,0,0,0
"plan5549","2ad09094bf",4,273952.0,"Business Development Manager",68488.0,0,4,0
"plan5548","6bbec99ded",0,0.0,"Administrative Officer",55011.0,0,0,0
"plan5547","3097aed7aa",0,0.0,"Business Development Manager",94148.0,0,0,0
"plan5546","0cee91e860",5,314800.0,"Secretary",62960.0,0,5,0
"plan5545","dfa20b0928",0,0.0,"Associate",55414.0,0,0,0
"plan5544","b5a8810133",0,0.0,"Associate",59198.0,0,0,0
"plan5543","9985810015",3,237411.0,"Associate",79137.0,0,3,0
"plan5542","73bbe74f44",7,754726.0,"Business Development Manager",107818.0,0,7,0
"plan5541","c9126cacd8",0,0.0,"Analyst",90560.0,0,0,0
"plan5540","a8bff6060a",3,245964.0,"Secretary",81988.0,0,3,0
"plan5539","55f7a80c81",0,0.0,"Designer",83733.0,0,0,0
"plan5537","f60818ae11",9,888894.0,"Analyst",98766.0,0,9,0
"plan5536","c3bc6c5863",0,0.0,"Business Development Manager",99923.0,0,0,0
"plan5535","3a4921d316",0,0.0,"Business Development Manager",67716.0,0,0,0
"plan5533","c7434a02e0",2,222286.0,"Head of Marketing and Sales",111143.0,0,2,0
"plan5532","437f7b31c3",0,0.0,"Secretary",51613.0,0,0,0
"plan5531","5e7f61ee1a",5,525755.0,"Head of Marketing and Sales",105151.0,0,5,0
"plan5530","ff7556cc16",7,1027831.0,"Accountant",146833.0,0,7,0
"plan5529","8f52e14fae",0,0.0,"Secretary",77325.0,0,0,0
"plan5527","efb9eed35f",3,414306.0,"Software Developer",138102.0,0,3,0
"plan5526","aefe507685",0,0.0,"Associate",71827.0,0,0,0
"plan5525","4907d21844",5,679515.0,"Secretary",135903.0,0,5,0
"plan5524","a963b5cc0c",0,0.0,"Associate",131811.0,0,0,0
"plan5523","c60778e6a0",4,569276.0,"Business Development Manager",142319.0,0,4,0
"plan5522","c6aa95161c",0,0.0,"Business Development Manager",134406.0,0,0,0
"plan5521","92642d652b",0,0.0,"Analyst",97785.0,0,0,0
"plan5520","ee69b8b031",4,302232.0,"Business Development Manager",75558.0,0,4,0
"plan5519","eb84726b59",10,587430.0,"Business Development Manager",58743.0,0,10,0
"plan5516","4d9dcb1252",0,0.0,"Project Manager",55090.0,0,0,0
"plan5515","45eba21093",0,0.0,"Associate",121796.0,0,0,0
"plan5514","fe49c956d1",0,0.0,"Associate",60337.0,0,0,0
"plan5513","72f9261c08",9,537039.0,"Engineer",59671.0,0,9,0
"plan5512","936827e977",0,0.0,"Software Developer",66146.0,0,0,0
"plan5511","c6cd1b7cd2",0,0.0,"HR Manager",71585.0,0,0,0
"plan5510","e2855153b5",11,1301168.0,"Secretary",118288.0,0,11,0
"plan5509","21cc281604",0,0.0,"Head of Marketing and Sales",71274.0,0,0,0
"plan5508","e23516f112",0,0.0,"Designer",113749.0,0,0,0
"plan5507","c76027d103",0,0.0,"Secretary",86195.0,0,0,0
"plan5506","47e040a89e",0,0.0,"Business Development Manager",58858.0,0,0,0
"plan5505","94b6be215a",0,0.0,"Accountant",65698.0,0,0,0
"plan5504","e5a305ca3b",7,847567.0,"Business Development Manager",121081.0,0,7,0
"plan5502","aceb65a125",7,545384.0,"Business Development Manager",77912.0,0,7,0
"plan5501","a86b1603cb",9,838629.0,"Accountant",93181.0,0,9,0
"plan5500","1d37d50863",0,0.0,"HR Manager",138541.0,0,0,0
"plan5498","a0c9b4711b",0,0.0,"Administrative Officer",54428.0,0,0,0
"plan5494","cdef58e1fe",0,0.0,"Researcher",65770.0,0,0,0
"plan5490","bcf3e2c0b5",7,888860.0,"Designer",126980.0,0,7,0
"plan5487","282d196f55",5,368945.0,"Business Development Manager",73789.0,0,5,0
"plan5486","a461d1e481",7,977144.0,"Secretary",139592.0,0,7,0
"plan5485","ba11d10774",11,1147927.0,"Engineer",104357.0,0,11,0
"plan5484","8080573521",0,0.0,"HR Manager",131238.0,0,0,0
"plan5481","1577ede7d2",0,0.0,"HR Manager",149778.0,0,0,0
"plan5477","634c21d553",0,0.0,"Analyst",57593.0,0,0,0
"plan5476","87a5818be6",0,0.0,"Head of Marketing and Sales",117259.0,0,0,0
"plan5475","de7f748862",0,0.0,"Head of Marketing and Sales",117150.0,0,0,0
"plan5474","16b294430c",0,0.0,"Software Developer",139990.0,0,0,0
"plan5473","b52973ccdc",0,0.0,"Analyst",80334.0,0,0,0
"plan5471","5230632e8c",0,0.0,"HR Manager",89509.0,0,0,0
"plan5470","ac2592c7cc",0,0.0,"Designer",149029.0,0,0,0
"plan5469","7877fadaa0",0,0.0,"Accountant",60544.0,0,0,0
"plan5467","4b5d39c5fb",6,760248.0,"Software Developer",126708.0,0,6,0
"plan5465","965466fe69",8,900480.0,"Researcher",112560.0,0,8,0
"plan5461","ff53285177",0,0.0,"Analyst",143433.0,0,0,0
"plan5460","edd02c0e17",0,0.0,"Researcher",121987.0,0,0,0
"plan5457","bf04dd314d",0,0.0,"Business Development Manager",71716.0,0,0,0
"plan5456","47ad641628",0,0.0,"Business Development Manager",112397.0,0,0,0
"plan5454","05306d0042",11,812911.0,"HR Manager",73901.0,0,11,0
"plan5453","cc5184053b",5,446845.0,"Head of Marketing and Sales",89369.0,0,5,0
"plan5452","a7e14ee920",2,273958.0,"Associate",136979.0,0,2,0
"plan5451","16946a204d",3,281799.0,"Engineer",93933.0,0,3,0
"plan5450","26841dac57",0,0.0,"Secretary",114471.0,0,0,0
"plan5449","af41fb2057",0,0.0,"Head of Marketing and Sales",117410.0,0,0,0
"plan5447","8767f7b9b1",5,438795.0,"Associate",87759.0,0,5,0
"plan5446","45ca029320",0,0.0,"HR Manager",105565.0,0,0,0
"plan5445","4542abe5aa",0,0.0,"HR Manager",110149.0,0,0,0
"plan5435","f079f1c530",0,0.0,"Engineer",0.0,0,0,0
"plan5434","223bbd0742",8,1051848.0,"Secretary",131481.0,0,8,0
"plan5433","18e0fa4a43",10,978440.0,"Engineer",97844.0,0,10,0
"plan5432","87ae057ce8",0,0.0,"Project Manager",112106.0,0,0,0
"plan5431","4a7e5331bb",11,1308186.0,"Administrative Officer",118926.0,0,11,0
"plan5430","690eb01e31",0,0.0,"Analyst",86551.0,0,0,0
"plan5424","9516f90d66",0,0.0,"Software Developer",126243.0,0,0,0
"plan5423","b89e8e3cff",5,691890.0,"Designer",138378.0,0,5,0
"plan5422","45b01577b5",0,0.0,"Designer",84823.0,0,0,0
"plan5419","7202256ad0",0,0.0,"Head of Marketing and Sales",113176.0,0,0,0
"plan5416","303c587322",0,0.0,"Engineer",87639.0,0,0,0
"plan5415","92b74c5e98",9,452745.0,"Project Manager",50305.0,0,9,0
"plan5414","7abfabebe7",11,759374.0,"HR Manager",69034.0,0,11,0
"plan5408","cc3571062b",0,0.0,"Head of Marketing and Sales",67702.0,0,0,0
"plan5405","7aaef6f53e",4,441896.0,"Researcher",110474.0,0,4,0
"plan5404","9a70697ead",5,597380.0,"Designer",119476.0,0,5,0
"plan5403","019c1af355",0,0.0,"Researcher",57953.0,0,0,0
"plan5402","2117d66661",0,0.0,"Associate",84139.0,0,0,0
"plan5401","1909b1c974",11,1124541.0,"Secretary",102231.0,0,11,0
"plan5399","593a5ecb4d",0,0.0,"Head of Marketing and Sales",60326.0,0,0,0
"plan5398","709c45edb7",0,0.0,"Analyst",115551.0,0,0,0
"plan5397","57c9bbe616",7,1016267.0,"Project Manager",145181.0,0,7,0
"plan5396","d09996fbd7",0,0.0,"Secretary",96848.0,0,0,0
"plan5393","460789b52a",5,439530.0,"Software Developer",87906.0,0,5,0
"plan5392","e7fa99bf8b",0,0.0,"Administrative Officer",111921.0,0,0,0
"plan5391","fbc1251816",0,0.0,"Associate",57234.0,0,0,0
"plan5389","ea77f6f856",0,0.0,"Engineer",93850.0,0,0,0
"plan5388","d48979c69e",0,0.0,"Business Development Manager",50858.0,0,0,0
"plan5384","fa9076f662",0,0.0,"Analyst",94429.0,0,0,0
"plan5381","af4f72b515",0,0.0,"Head of Marketing and Sales",143153.0,0,0,0
"plan5377","0ad88e745f",0,0.0,"Software Developer",71730.0,0,0,0
"plan5376","9e6016370b",0,0.0,"Accountant",83840.0,0,0,0
"plan5374","89f2bba01d",7,1005256.0,"HR Manager",143608.0,0,7,0
"plan5373","a7c6a868f4",0,0.0,"Engineer",51102.0,0,0,0
"plan5372","a6ea7caed3",0,0.0,"Researcher",97681.0,0,0,0
"plan5371","e2c67fb70f",0,0.0,"HR Manager",119364.0,0,0,0
"plan5370","c6f231b4c5",0,0.0,"Researcher",60632.0,0,0,0
"plan5367","65dc47d4ed",0,0.0,"Engineer",131588.0,0,0,0
"plan5366","501d4239bd",0,0.0,"Accountant",130153.0,0,0,0
"plan5365","3522f23822",0,0.0,"Head of Marketing and Sales",68918.0,0,0,0
"plan5364","6ef7d0ab37",0,0.0,"HR Manager",104012.0,0,0,0
"plan5361","5469d82a22",8,1037888.0,"Head of Marketing and Sales",129736.0,0,8,0
"plan5359","12f85afda2",11,742775.0,"Administrative Officer",67525.0,0,11,0
"plan5358","3d28ea5c2a",10,1178150.0,"Accountant",117815.0,0,10,0
"plan5356","d2c61205cd",2,291170.0,"Analyst",145585.0,0,2,0
"plan5355","29cb120dad",0,0.0,"Software Developer",126707.0,0,0,0
"plan5353","281866ee7f",6,761850.0,"Designer",126975.0,0,6,0
"plan5352","55bd9d7a7a",4,304460.0,"Business Development Manager",76115.0,0,4,0
"plan5351","a0ba9aedc1",0,0.0,"Researcher",82022.0,0,0,0
"plan5350","ced99cb976",0,0.0,"Engineer",112157.0,0,0,0
"plan5348","682e755760",0,0.0,"Associate",110214.0,0,0,0
"plan5346","d2325996be",0,0.0,"Business Development Manager",84726.0,0,0,0
"plan5344","607c92dd8e",0,0.0,"Business Development Manager",83775.0,0,0,0
"plan5343","6cd6dcbdcb",0,0.0,"Administrative Officer",147098.0,0,0,0
"plan5342","c84a241fd2",0,0.0,"Associate",65170.0,0,0,0
"plan5341","86973b130b",0,0.0,"Accountant",64202.0,0,0,0
"plan5340","16da5b0307",0,0.0,"HR Manager",58079.0,0,0,0
"plan5339","2ea5af6b28",4,433672.0,"Associate",108418.0,0,4,0
"plan5338","e7dd48470e",0,0.0,"Designer",132245.0,0,0,0
"plan5337","b52f85c789",0,0.0,"Software Developer",61431.0,0,0,0
"plan5332","762e296250",11,1308076.0,"Software Developer",118916.0,0,11,0
"plan5329","9206696668",9,1185444.0,"HR Manager",131716.0,0,9,0
"plan5327","6d24832e71",9,516051.0,"Engineer",57339.0,0,9,0
"plan5326","4018df1341",0,0.0,"Associate",112310.0,0,0,0
"plan5324","410986f884",4,348256.0,"Business Development Manager",87064.0,0,4,0
"plan5321","2181e7c1aa",10,1063790.0,"Administrative Officer",106379.0,0,10,0
"plan5320","fd894cf0c7",0,0.0,"Engineer",50138.0,0,0,0
"plan5316","47395944cc",2,180576.0,"Analyst",90288.0,0,2,0
"plan5313","db5c3562ef",0,0.0,"Head of Marketing and Sales",62093.0,0,0,0
"plan5311","605e1b5745",0,0.0,"Software Developer",113852.0,0,0,0
"plan5308","bf3f45db6d",7,625247.0,"Researcher",89321.0,0,7,0
"plan5305","ef5075d467",0,0.0,"Engineer",136559.0,0,0,0
"plan5303","fb715bee66",0,0.0,"Software Developer",119364.0,0,0,0
"plan5301","a8fdbbc642",11,809292.0,"Administrative Officer",73572.0,0,11,0
"plan5300","6353583d45",4,207688.0,"Software Developer",51922.0,0,4,0
"plan5299","c3d03d2ac5",0,0.0,"Project Manager",127736.0,0,0,0
"plan5295","7a2096b987",0,0.0,"Administrative Officer",60583.0,0,0,0
"plan5293","032ce67282",0,0.0,"Administrative Officer",121414.0,0,0,0
"plan5291","ffb091e76a",0,0.0,"HR Manager",83156.0,0,0,0
"plan5289","462242ee07",0,0.0,"Analyst",58049.0,0,0,0
"plan5285","7ef45e4873",0,0.0,"Associate",63677.0,0,0,0
"plan5281","631dad5ee7",5,358370.0,"Administrative Officer",71674.0,0,5,0
"plan5280","3550a1d0b7",10,1464810.0,"Designer",146481.0,0,10,0
"plan5279","28c18a634f",8,649496.0,"Researcher",81187.0,0,8,0
"plan5278","11178a4229",10,631070.0,"Business Development Manager",63107.0,0,10,0
"plan5277","0bab0a64e0",7,702926.0,"Secretary",100418.0,0,7,0
"plan5271","377adb4264",0,0.0,"Researcher",125314.0,0,0,0
"plan5270","9e380ad4cb",0,0.0,"Project Manager",52632.0,0,0,0
"plan5269","33299e8b6b",0,0.0,"Software Developer",93820.0,0,0,0
"plan5268","179c276a19",0,0.0,"Head of Marketing and Sales",125615.0,0,0,0
"plan5267","750d70b815",0,0.0,"Engineer",100003.0,0,0,0
"plan5266","f8287fd440",4,354400.0,"Administrative Officer",88600.0,0,4,0
"plan5265","b6a08807e5",0,0.0,"Business Development Manager",55084.0,0,0,0
"plan5264","32bf32c683",10,572450.0,"Researcher",57245.0,0,10,0
"plan5263","96f1063310",5,484545.0,"Engineer",96909.0,0,5,0
"plan5261","490d96107b",0,0.0,"Designer",112675.0,0,0,0
"plan5260","a0eaa3c604",5,586060.0,"Engineer",117212.0,0,5,0
"plan5259","eb3b033d7d",0,0.0,"Project Manager",118980.0,0,0,0
"plan5258","b20befd10c",0,0.0,"Engineer",96197.0,0,0,0
"plan5257","f5ecf3514d",5,408630.0,"Secretary",81726.0,0,5,0
"plan5256","c5bd094d78",0,0.0,"Designer",119320.0,0,0,0
"plan5253","d542401891",0,0.0,"Business Development Manager",68576.0,0,0,0
"plan5252","57ce6d70a1",0,0.0,"Designer",56039.0,0,0,0
"plan5251","5f78c98c4f",9,1170585.0,"Software Developer",130065.0,0,9,0
"plan5250","08ddbde7db",0,0.0,"Researcher",50117.0,0,0,0
"plan5247","c2197b71c6",0,0.0,"Software Developer",76625.0,0,0,0
"plan5245","871f4d6657",0,0.0,"Researcher",53320.0,0,0,0
"plan5244","b645505cde",8,708576.0,"Administrative Officer",88572.0,0,8,0
"plan5243","483b7dd8ea",0,0.0,"Software Developer",119805.0,0,0,0
"plan5240","a29a4fdcfa",0,0.0,"Business Development Manager",103307.0,0,0,0
"plan5239","5cf798aaeb",6,501534.0,"Project Manager",83589.0,0,6,0
"plan5238","ecb0752fe9",0,0.0,"Designer",83351.0,0,0,0
"plan5236","228871fa4b",0,0.0,"Software Developer",82453.0,0,0,0
"plan5233","35dca628f1",10,726040.0,"Associate",72604.0,0,10,0
"plan5231","484744cfda",0,0.0,"Researcher",148450.0,0,0,0
"plan5230","a9da057c22",0,0.0,"Head of Marketing and Sales",66138.0,0,0,0
"plan5228","6cdceda4d7",0,0.0,"Associate",120411.0,0,0,0
"plan5225","24577baeae",0,0.0,"Secretary",64070.0,0,0,0
"plan5223","7bd904274b",0,0.0,"Business Development Manager",105916.0,0,0,0
"plan5222","eca85a0f39",9,1137312.0,"Researcher",126368.0,0,9,0
"plan5220","c3b20b0ec5",0,0.0,"Associate",109911.0,0,0,0
"plan5219","cecaf4ae3b",0,0.0,"Project Manager",78726.0,0,0,0
"plan5218","706ca7d725",0,0.0,"Business Development Manager",87236.0,0,0,0
"plan5217","b679362cc5",7,761348.0,"Accountant",108764.0,0,7,0
"plan5213","812e63bf0c",2,151812.0,"Secretary",75906.0,0,2,0
"plan5212","d9afdcd971",0,0.0,"Administrative Officer",96258.0,0,0,0
"plan5210","8f4c46a14c",0,0.0,"Designer",95138.0,0,0,0
"plan5207","1b0df2c89e",6,630264.0,"Business Development Manager",105044.0,0,6,0
"plan5206","eb09e8891d",5,424955.0,"Engineer",84991.0,0,5,0
"plan5205","acc33784af",6,550662.0,"Analyst",91777.0,0,6,0
"plan5204","7c8d4a5a86",4,226756.0,"Secretary",56689.0,0,4,0
"plan5203","270716dede",0,0.0,"Business Development Manager",101110.0,0,0,0
"plan5202","9744055bf0",5,426810.0,"Accountant",85362.0,0,5,0
"plan5201","8fc1370a96",5,604505.0,"Secretary",120901.0,0,5,0
"plan5200","6c9127cf4a",0,0.0,"Software Developer",59792.0,0,0,0
"plan5197","5778bdec7b",11,1440208.0,"Secretary",130928.0,0,11,0
"plan5196","712e6789df",4,328232.0,"Designer",82058.0,0,4,0
"plan5195","5257c27198",0,0.0,"Software Developer",92709.0,0,0,0
"plan5192","099e50c895",0,0.0,"HR Manager",121977.0,0,0,0
"plan5191","a3415898eb",0,0.0,"Researcher",124437.0,0,0,0
"plan5190","68d8e6492f",0,0.0,"Designer",63043.0,0,0,0
"plan5189","c4ac7d9a97",10,610860.0,"Project Manager",61086.0,0,10,0
"plan5188","71c97dadfa",11,712800.0,"Associate",64800.0,0,11,0
"plan5187","92bd025a7c",7,525476.0,"Business Development Manager",75068.0,0,7,0
"plan5186","d09028445a",2,133354.0,"Head of Marketing and Sales",66677.0,0,2,0
"plan5185","eb65329bcf",0,0.0,"Administrative Officer",101150.0,0,0,0
"plan5184","b84e4a8d13",0,0.0,"Secretary",131360.0,0,0,0
"plan5183","d23a6e7aff",10,594550.0,"Administrative Officer",59455.0,0,10,0
"plan5182","ae10185ba5",4,540068.0,"Associate",135017.0,0,4,0
"plan5181","85c0aaeba8",0,0.0,"Analyst",99647.0,0,0,0
"plan5178","1c506845b1",0,0.0,"Software Developer",149552.0,0,0,0
"plan5177","880a992577",0,0.0,"Secretary",52831.0,0,0,0
"plan5176","e78a67520f",0,0.0,"Secretary",74840.0,0,0,0
"plan5175","874d7b2828",0,0.0,"Accountant",96914.0,0,0,0
"plan5174","7ea9427483",0,0.0,"Analyst",87421.0,0,0,0
"plan5173","f3f886be58",0,0.0,"Researcher",121908.0,0,0,0
"plan5171","1920f50bcf",11,1463968.0,"Engineer",133088.0,0,11,0
"plan5170","2258e6dca2",6,348882.0,"HR Manager",58147.0,0,6,0
"plan5169","9f0ff76583",0,0.0,"Associate",88069.0,0,0,0
"plan5167","40bc78fe3e",10,994320.0,"Project Manager",99432.0,0,10,0
"plan5164","a1da1a93f5",7,989660.0,"HR Manager",141380.0,0,7,0
"plan5163","73a21195a2",2,181648.0,"Secretary",90824.0,0,2,0
"plan5160","7d30e8fb81",0,0.0,"Administrative Officer",144058.0,0,0,0
"plan5152","9602922b5b",3,358929.0,"Project Manager",119643.0,0,3,0
"plan5147","4f96e9f3e1",2,273860.0,"Head of Marketing and Sales",136930.0,0,2,0
"plan5146","d463cad33c",7,758324.0,"Administrative Officer",108332.0,0,7,0
"plan5145","34747a77e5",0,0.0,"Engineer",59352.0,0,0,0
"plan5142","1572bb6f6d",7,541674.0,"Accountant",77382.0,0,7,0
"plan5140","7b16198d75",0,0.0,"Software Developer",79030.0,0,0,0
"plan5138","f59338ef9b",2,274364.0,"Associate",137182.0,0,2,0
"plan5137","175f027a71",7,539868.0,"Software Developer",77124.0,0,7,0
"plan5136","0b5bb2d098",4,325704.0,"Business Development Manager",81426.0,0,4,0
"plan5135","073f62d390",8,756992.0,"Analyst",94624.0,0,8,0
"plan5134","692dbe06aa",8,999656.0,"Designer",124957.0,0,8,0
"plan5133","76beedde67",0,0.0,"Designer",93263.0,0,0,0
"plan5131","3c828aee95",0,0.0,"Secretary",51478.0,0,0,0
"plan5127","9b7bd967a8",0,0.0,"Project Manager",95498.0,0,0,0
"plan5125","53a4658d8f",2,288568.0,"Software Developer",144284.0,0,2,0
"plan5122","4cf908598f",11,888591.0,"Administrative Officer",80781.0,0,11,0
"plan5121","17fe3290f6",3,419361.0,"HR Manager",139787.0,0,3,0
"plan5120","e0b146b7a1",0,0.0,"Secretary",97458.0,0,0,0
"plan5119","a38649923d",7,1015427.0,"Accountant",145061.0,0,7,0
"plan5117","c1e3be89da",9,894915.0,"Researcher",99435.0,0,9,0
"plan5116","b6577b461e",7,926086.0,"Secretary",132298.0,0,7,0
"plan5115","386ec322d5",0,0.0,"Accountant",138006.0,0,0,0
"plan5114","40c6e00f24",7,836199.0,"Analyst",119457.0,0,7,0
"plan5113","aef7818d14",3,427851.0,"Project Manager",142617.0,0,3,0
"plan5111","c8eb52c680",9,527886.0,"Software Developer",58654.0,0,9,0
"plan5110","1027fbeb81",0,0.0,"Head of Marketing and Sales",131208.0,0,0,0
"plan5109","82a84a643d",0,0.0,"Analyst",94074.0,0,0,0
"plan5108","5dd6a90840",8,980736.0,"Researcher",122592.0,0,8,0
"plan5107","f5a67c4cc0",3,352749.0,"Project Manager",117583.0,0,3,0
"plan5105","8e57f11e91",10,1480200.0,"Accountant",148020.0,0,10,0
"plan5103","a8064edef1",0,0.0,"Associate",65560.0,0,0,0
"plan5102","3bfaa3e070",0,0.0,"Business Development Manager",113025.0,0,0,0
"plan5100","cab13faaad",8,874232.0,"Associate",109279.0,0,8,0
"plan5099","c725e94dc4",7,756273.0,"Administrative Officer",108039.0,0,7,0
"plan5097","bbdd7108bc",0,0.0,"Project Manager",63727.0,0,0,0
"plan5095","3d44acbefc",8,738320.0,"Researcher",92290.0,0,8,0
"plan5093","34ab2a6a53",8,437248.0,"Analyst",54656.0,0,8,0
"plan5092","352ceede79",2,152998.0,"Designer",76499.0,0,2,0
